"Alpha","Threshold","Iteration","Interaction","TrueBeta","Estimate","Detected"
0.5,1e-04,1,"ASC2_male",0.9,0.702614597588563,1
0.5,1e-04,1,"ASC2_age",0.3,0.275770689618365,1
0.5,1e-04,1,"ASC2_income",0,-0.0145341412317893,1
0.5,1e-04,1,"ASC2_child",0,0.351666892710499,1
0.5,1e-04,1,"ASC3_male",-1.1,-1.39791567227738,1
0.5,1e-04,1,"ASC3_age",0,-0.056529173014692,1
0.5,1e-04,1,"ASC3_income",0.8,0.697086275133235,1
0.5,1e-04,1,"ASC3_child",0,0.504585358620219,1
0.5,1e-04,1,"prot25_male",1.2,1.22884613155727,1
0.5,1e-04,1,"prot25_age",0.7,0.82106618905978,1
0.5,1e-04,1,"prot25_income",0,0.0701172663726422,1
0.5,1e-04,1,"prot25_child",1.1,0.922667948793168,1
0.5,1e-04,1,"prot50_male",0,-0.226972861629195,1
0.5,1e-04,1,"prot50_age",0,0.0576845330383392,1
0.5,1e-04,1,"prot50_income",-1.2,-1.18449441935449,1
0.5,1e-04,1,"prot50_child",1.1,1.1942129048429,1
0.5,1e-04,1,"invasive_male",0,-0.365488813071259,1
0.5,1e-04,1,"invasive_age",-0.6,-0.521927997282408,1
0.5,1e-04,1,"invasive_income",0,-0.0812177542457952,1
0.5,1e-04,1,"invasive_child",0,0.602352276936384,1
0.5,1e-04,2,"ASC2_male",0,0.246719440752483,1
0.5,1e-04,2,"ASC2_age",0.1,-0.056802085075574,1
0.5,1e-04,2,"ASC2_income",0.7,0.595963701908278,1
0.5,1e-04,2,"ASC2_child",-0.4,-0.439196092110654,1
0.5,1e-04,2,"ASC3_male",0,0.244310883358823,1
0.5,1e-04,2,"ASC3_age",0.4,0.231795275366215,1
0.5,1e-04,2,"ASC3_income",-0.8,-0.92087534067115,1
0.5,1e-04,2,"ASC3_child",0,0.0602215818506623,1
0.5,1e-04,2,"prot25_male",0.5,0.472551647426399,1
0.5,1e-04,2,"prot25_age",0.8,1.0555318699407,1
0.5,1e-04,2,"prot25_income",0,0.138435467460669,1
0.5,1e-04,2,"prot25_child",0,-0.000123194622130819,1
0.5,1e-04,2,"prot50_male",0,-0.262295315011657,1
0.5,1e-04,2,"prot50_age",0,0.195981066957019,1
0.5,1e-04,2,"prot50_income",0,0.0668445131483582,1
0.5,1e-04,2,"prot50_child",0,0.108396624572536,1
0.5,1e-04,2,"invasive_male",1,1.07497374673172,1
0.5,1e-04,2,"invasive_age",-0.1,-0.235465465564342,1
0.5,1e-04,2,"invasive_income",0,0.135705232201751,1
0.5,1e-04,2,"invasive_child",-0.6,-0.662922609407535,1
0.5,1e-04,3,"ASC2_male",-0.9,-0.461754198778495,1
0.5,1e-04,3,"ASC2_age",-0.4,-0.41132835316003,1
0.5,1e-04,3,"ASC2_income",0,-0.364857535871217,1
0.5,1e-04,3,"ASC2_child",0,-0.27239524447681,1
0.5,1e-04,3,"ASC3_male",-0.7,-0.31389425066527,1
0.5,1e-04,3,"ASC3_age",0,0.0153762470918997,1
0.5,1e-04,3,"ASC3_income",0,-0.268241022854591,1
0.5,1e-04,3,"ASC3_child",1,0.889585382260308,1
0.5,1e-04,3,"prot25_male",0,-0.173751757662772,1
0.5,1e-04,3,"prot25_age",0,0.106776132877897,1
0.5,1e-04,3,"prot25_income",0,0.267983906715351,1
0.5,1e-04,3,"prot25_child",0,0.215605276739171,1
0.5,1e-04,3,"prot50_male",0.7,0.582212548066646,1
0.5,1e-04,3,"prot50_age",-0.2,-0.0204360349114912,1
0.5,1e-04,3,"prot50_income",-1,-0.807074462787611,1
0.5,1e-04,3,"prot50_child",-0.8,-0.399090831961717,1
0.5,1e-04,3,"invasive_male",0,0.176586818326948,1
0.5,1e-04,3,"invasive_age",0,0.0977949619978666,1
0.5,1e-04,3,"invasive_income",-1.2,-1.23863137479956,1
0.5,1e-04,3,"invasive_child",1,1.06450784551507,1
0.5,1e-04,4,"ASC2_male",0,0.527028687405087,1
0.5,1e-04,4,"ASC2_age",-0.1,-0.0445972465125997,1
0.5,1e-04,4,"ASC2_income",0,0.129705450618976,1
0.5,1e-04,4,"ASC2_child",-0.6,-0.729125747894352,1
0.5,1e-04,4,"ASC3_male",0,0.318187911500503,1
0.5,1e-04,4,"ASC3_age",1,1.02285961848103,1
0.5,1e-04,4,"ASC3_income",0,0.190226090032596,1
0.5,1e-04,4,"ASC3_child",0,0.205664631712053,1
0.5,1e-04,4,"prot25_male",0,-0.018692022231022,1
0.5,1e-04,4,"prot25_age",-0.5,-0.430273465617357,1
0.5,1e-04,4,"prot25_income",0,-0.162095875877702,1
0.5,1e-04,4,"prot25_child",0,-0.00816559330591968,1
0.5,1e-04,4,"prot50_male",0.1,0.132642815424007,1
0.5,1e-04,4,"prot50_age",1,1.23229036213239,1
0.5,1e-04,4,"prot50_income",0,-0.13205009640711,1
0.5,1e-04,4,"prot50_child",-1,-0.762229579514294,1
0.5,1e-04,4,"invasive_male",-1,-0.794010202176495,1
0.5,1e-04,4,"invasive_age",-0.9,-0.928254011289332,1
0.5,1e-04,4,"invasive_income",-0.3,-0.379404621773909,1
0.5,1e-04,4,"invasive_child",0,-0.110067698458347,1
0.5,1e-04,5,"ASC2_male",0,-0.316007732524785,1
0.5,1e-04,5,"ASC2_age",0.7,0.952384679477741,1
0.5,1e-04,5,"ASC2_income",-0.4,-0.777294082443704,1
0.5,1e-04,5,"ASC2_child",-0.3,-0.0639782517874703,1
0.5,1e-04,5,"ASC3_male",0,-0.302243516266237,1
0.5,1e-04,5,"ASC3_age",0,0.152560815487636,1
0.5,1e-04,5,"ASC3_income",0.9,0.775040616757899,1
0.5,1e-04,5,"ASC3_child",-0.6,-0.467238454808226,1
0.5,1e-04,5,"prot25_male",0.9,1.37032641212952,1
0.5,1e-04,5,"prot25_age",0,0.00975810519345484,1
0.5,1e-04,5,"prot25_income",-0.3,-0.18937099270308,1
0.5,1e-04,5,"prot25_child",0,0.0244918925610846,1
0.5,1e-04,5,"prot50_male",0.4,0.549434724400153,1
0.5,1e-04,5,"prot50_age",0,-0.0264775238231633,1
0.5,1e-04,5,"prot50_income",0.5,0.757626605912952,1
0.5,1e-04,5,"prot50_child",0,-0.0607314973943831,1
0.5,1e-04,5,"invasive_male",0.7,0.913518825895696,1
0.5,1e-04,5,"invasive_age",0,0.0749263928594247,1
0.5,1e-04,5,"invasive_income",0,-0.0803991881976829,1
0.5,1e-04,5,"invasive_child",0,-0.151376827563561,1
0.5,1e-04,6,"ASC2_male",0.4,0.316150849496793,1
0.5,1e-04,6,"ASC2_age",0.7,0.736433014188653,1
0.5,1e-04,6,"ASC2_income",0,-0.111484892439337,1
0.5,1e-04,6,"ASC2_child",0,0.0287300429641439,1
0.5,1e-04,6,"ASC3_male",0,-0.0391027158268668,1
0.5,1e-04,6,"ASC3_age",0,-0.092343483035431,1
0.5,1e-04,6,"ASC3_income",0,-0.159665987882833,1
0.5,1e-04,6,"ASC3_child",1.2,1.4126172159706,1
0.5,1e-04,6,"prot25_male",-0.4,-0.43534392435375,1
0.5,1e-04,6,"prot25_age",-0.3,-0.146772030927173,1
0.5,1e-04,6,"prot25_income",0,-0.0158776667527756,1
0.5,1e-04,6,"prot25_child",0,0.116372768562435,1
0.5,1e-04,6,"prot50_male",0,-0.0646124989434318,1
0.5,1e-04,6,"prot50_age",-1.1,-1.10321435819496,1
0.5,1e-04,6,"prot50_income",-0.2,-0.222281111927888,1
0.5,1e-04,6,"prot50_child",-0.2,-0.24704204773055,1
0.5,1e-04,6,"invasive_male",0,0.0424970255277861,1
0.5,1e-04,6,"invasive_age",1,1.09130494373049,1
0.5,1e-04,6,"invasive_income",0,-0.111932890158327,1
0.5,1e-04,6,"invasive_child",0.9,1.10453581386071,1
0.5,1e-04,7,"ASC2_male",0.8,0.731987511183016,1
0.5,1e-04,7,"ASC2_age",0,0.0516877602366502,1
0.5,1e-04,7,"ASC2_income",0,0.0796653465676987,1
0.5,1e-04,7,"ASC2_child",1.2,1.85354212007934,1
0.5,1e-04,7,"ASC3_male",-0.7,-0.917042026487041,1
0.5,1e-04,7,"ASC3_age",0,0.0982933189983262,1
0.5,1e-04,7,"ASC3_income",0,-0.0295036844959459,1
0.5,1e-04,7,"ASC3_child",-1,-0.366468150992806,1
0.5,1e-04,7,"prot25_male",1.2,1.28732592821293,1
0.5,1e-04,7,"prot25_age",0.8,0.723284519098389,1
0.5,1e-04,7,"prot25_income",0,-0.118328175555915,1
0.5,1e-04,7,"prot25_child",0.7,0.0369568537837194,1
0.5,1e-04,7,"prot50_male",0,0.166329085276087,1
0.5,1e-04,7,"prot50_age",-0.4,-0.492073224890234,1
0.5,1e-04,7,"prot50_income",0,-0.0615419481803131,1
0.5,1e-04,7,"prot50_child",0.6,-0.0692665609690764,1
0.5,1e-04,7,"invasive_male",0,0.145247414615344,1
0.5,1e-04,7,"invasive_age",0,0.00860836646002414,1
0.5,1e-04,7,"invasive_income",1.1,1.23797057982578,1
0.5,1e-04,7,"invasive_child",0,0.195905058367116,1
0.5,1e-04,8,"ASC2_male",0,0.221061137986073,1
0.5,1e-04,8,"ASC2_age",-1.2,-1.13807033213504,1
0.5,1e-04,8,"ASC2_income",0,0.0493795559570276,1
0.5,1e-04,8,"ASC2_child",0,0.0723230067988668,1
0.5,1e-04,8,"ASC3_male",-0.3,0.0293315615658314,1
0.5,1e-04,8,"ASC3_age",0.9,0.845963979432255,1
0.5,1e-04,8,"ASC3_income",0,-0.0155356516686811,1
0.5,1e-04,8,"ASC3_child",1.2,1.10020542649772,1
0.5,1e-04,8,"prot25_male",0,-0.390701047531747,1
0.5,1e-04,8,"prot25_age",-0.2,-0.273398279852876,1
0.5,1e-04,8,"prot25_income",0,-0.0595879793321526,1
0.5,1e-04,8,"prot25_child",1.1,1.22184591579135,1
0.5,1e-04,8,"prot50_male",1.1,0.738114734924539,1
0.5,1e-04,8,"prot50_age",0,0.0855975402333573,1
0.5,1e-04,8,"prot50_income",-0.2,-0.309015749434293,1
0.5,1e-04,8,"prot50_child",0,0.410690153779099,1
0.5,1e-04,8,"invasive_male",0,0.210989593156193,1
0.5,1e-04,8,"invasive_age",0.7,0.727937399295835,1
0.5,1e-04,8,"invasive_income",0.3,0.343314876240716,1
0.5,1e-04,8,"invasive_child",0,0.0724881550961949,1
0.5,1e-04,9,"ASC2_male",1,0.801855305231009,1
0.5,1e-04,9,"ASC2_age",0,0.144083553034831,1
0.5,1e-04,9,"ASC2_income",0,-0.0216755119484518,1
0.5,1e-04,9,"ASC2_child",-1.2,-1.30266935837717,1
0.5,1e-04,9,"ASC3_male",0.9,0.646249102903221,1
0.5,1e-04,9,"ASC3_age",-0.6,-0.372935708166097,1
0.5,1e-04,9,"ASC3_income",0,-0.0169254620247486,1
0.5,1e-04,9,"ASC3_child",-0.9,-0.909930317563085,1
0.5,1e-04,9,"prot25_male",-0.3,-0.195313898186196,1
0.5,1e-04,9,"prot25_age",0,0.0796305409924598,1
0.5,1e-04,9,"prot25_income",0,-0.0353110325740128,1
0.5,1e-04,9,"prot25_child",0,0.256904251107016,1
0.5,1e-04,9,"prot50_male",-0.2,-0.124908480003825,1
0.5,1e-04,9,"prot50_age",0.6,0.550753428735797,1
0.5,1e-04,9,"prot50_income",-0.7,-0.689433184616613,1
0.5,1e-04,9,"prot50_child",0,0.203729616708622,1
0.5,1e-04,9,"invasive_male",0,0.0898884669850225,1
0.5,1e-04,9,"invasive_age",0,-0.0141180182585657,1
0.5,1e-04,9,"invasive_income",-0.7,-0.663307519297089,1
0.5,1e-04,9,"invasive_child",0,0.0676083197459587,1
0.5,1e-04,10,"ASC2_male",0.9,0.589498585691904,1
0.5,1e-04,10,"ASC2_age",0,0.0894170245976206,1
0.5,1e-04,10,"ASC2_income",1.2,0.711253933607324,1
0.5,1e-04,10,"ASC2_child",-0.8,-0.819564268389446,1
0.5,1e-04,10,"ASC3_male",0.4,0.0948179702901392,1
0.5,1e-04,10,"ASC3_age",-0.4,-0.347397470937669,1
0.5,1e-04,10,"ASC3_income",0,-0.508543731088481,1
0.5,1e-04,10,"ASC3_child",0,-0.247412585770435,1
0.5,1e-04,10,"prot25_male",1,1.34098038166653,1
0.5,1e-04,10,"prot25_age",0,0.0750285649999681,1
0.5,1e-04,10,"prot25_income",0,0.324030460634978,1
0.5,1e-04,10,"prot25_child",0,0.51234220176913,1
0.5,1e-04,10,"prot50_male",0.4,0.743066193339432,1
0.5,1e-04,10,"prot50_age",0,0.0122908538720638,1
0.5,1e-04,10,"prot50_income",0,0.226212009544409,1
0.5,1e-04,10,"prot50_child",0.7,1.22434014343277,1
0.5,1e-04,10,"invasive_male",0,0.539862145333428,1
0.5,1e-04,10,"invasive_age",0.6,0.522856763064991,1
0.5,1e-04,10,"invasive_income",0,-0.208891757235767,1
0.5,1e-04,10,"invasive_child",-0.7,-0.70017522698724,1
0.5,1e-04,11,"ASC2_male",1.1,0.932821301632965,1
0.5,1e-04,11,"ASC2_age",-0.5,-0.27710916558808,1
0.5,1e-04,11,"ASC2_income",0,0.028434930236892,1
0.5,1e-04,11,"ASC2_child",-0.5,-0.616052091453574,1
0.5,1e-04,11,"ASC3_male",0,-0.112354974500587,1
0.5,1e-04,11,"ASC3_age",0,0.190946528794568,1
0.5,1e-04,11,"ASC3_income",-0.7,-0.64234322309336,1
0.5,1e-04,11,"ASC3_child",0,0.142174949443155,1
0.5,1e-04,11,"prot25_male",0,0.0316003919493435,1
0.5,1e-04,11,"prot25_age",0.7,0.609333643607218,1
0.5,1e-04,11,"prot25_income",0,-0.0566286312709763,1
0.5,1e-04,11,"prot25_child",0,-0.322200954842036,1
0.5,1e-04,11,"prot50_male",-1,-0.840644979176065,1
0.5,1e-04,11,"prot50_age",0.7,0.626870160014174,1
0.5,1e-04,11,"prot50_income",0.1,0.192985605583773,1
0.5,1e-04,11,"prot50_child",1.2,1.12801552819349,1
0.5,1e-04,11,"invasive_male",0,0.275197478891972,1
0.5,1e-04,11,"invasive_age",0,-0.00309144419853364,1
0.5,1e-04,11,"invasive_income",-0.2,-0.231822275164179,1
0.5,1e-04,11,"invasive_child",0,-0.151134942381258,1
0.5,1e-04,12,"ASC2_male",0,-0.14752868703972,1
0.5,1e-04,12,"ASC2_age",0.8,0.689913393222008,1
0.5,1e-04,12,"ASC2_income",0,0.335847222859575,1
0.5,1e-04,12,"ASC2_child",0,-0.138839008240237,1
0.5,1e-04,12,"ASC3_male",0.6,0.594995922903185,1
0.5,1e-04,12,"ASC3_age",0.2,0.044338117466442,1
0.5,1e-04,12,"ASC3_income",0,0.275207779383838,1
0.5,1e-04,12,"ASC3_child",0,0.0383216219069247,1
0.5,1e-04,12,"prot25_male",0,-0.120910580716352,1
0.5,1e-04,12,"prot25_age",-0.9,-0.848157235277952,1
0.5,1e-04,12,"prot25_income",0,-0.0866907694186131,1
0.5,1e-04,12,"prot25_child",0.2,0.305502966183318,1
0.5,1e-04,12,"prot50_male",-0.7,-0.575468999500111,1
0.5,1e-04,12,"prot50_age",-0.6,-0.570128758684993,1
0.5,1e-04,12,"prot50_income",0,-0.0093063470245081,1
0.5,1e-04,12,"prot50_child",0,-0.177278435920694,1
0.5,1e-04,12,"invasive_male",-0.7,-0.551413661469658,1
0.5,1e-04,12,"invasive_age",-1.2,-1.23762090879024,1
0.5,1e-04,12,"invasive_income",-1.1,-1.21354281367446,1
0.5,1e-04,12,"invasive_child",0,-0.242610635140066,1
0.5,1e-04,13,"ASC2_male",-0.7,-0.800409240431761,1
0.5,1e-04,13,"ASC2_age",-0.3,-0.201842976081087,1
0.5,1e-04,13,"ASC2_income",0,0.0806178617560096,1
0.5,1e-04,13,"ASC2_child",0,0.0714484489491099,1
0.5,1e-04,13,"ASC3_male",0,-0.150629605351385,1
0.5,1e-04,13,"ASC3_age",0,0.122162274650182,1
0.5,1e-04,13,"ASC3_income",0,0.0345815830696137,1
0.5,1e-04,13,"ASC3_child",-1.1,-1.13787119630001,1
0.5,1e-04,13,"prot25_male",-0.5,-0.0292897642975042,1
0.5,1e-04,13,"prot25_age",0,-0.0569569402717979,1
0.5,1e-04,13,"prot25_income",0.3,0.23182745226132,1
0.5,1e-04,13,"prot25_child",-0.3,-0.962694161815014,1
0.5,1e-04,13,"prot50_male",0.9,1.04912507591903,1
0.5,1e-04,13,"prot50_age",1,0.946667049447242,1
0.5,1e-04,13,"prot50_income",-0.5,-0.411432064933431,1
0.5,1e-04,13,"prot50_child",0,-0.180440613978477,1
0.5,1e-04,13,"invasive_male",0,0.141634341037573,1
0.5,1e-04,13,"invasive_age",0,0.13598393082318,1
0.5,1e-04,13,"invasive_income",1,0.980443524703114,1
0.5,1e-04,13,"invasive_child",0,-0.00951279869983381,1
0.5,1e-04,14,"ASC2_male",0.7,0.620841066988426,1
0.5,1e-04,14,"ASC2_age",0,-0.0173620449585563,1
0.5,1e-04,14,"ASC2_income",0,-0.0269332439176692,1
0.5,1e-04,14,"ASC2_child",-1.2,-1.26806844229387,1
0.5,1e-04,14,"ASC3_male",-1.1,-1.05844966496884,1
0.5,1e-04,14,"ASC3_age",0,-0.149225520885358,1
0.5,1e-04,14,"ASC3_income",0,-0.067417646334149,1
0.5,1e-04,14,"ASC3_child",0,-0.101175053383234,1
0.5,1e-04,14,"prot25_male",0,0.0667510018607349,1
0.5,1e-04,14,"prot25_age",-0.2,-0.0891131340738999,1
0.5,1e-04,14,"prot25_income",-1,-1.05018619160742,1
0.5,1e-04,14,"prot25_child",-0.2,0.109577335781013,1
0.5,1e-04,14,"prot50_male",0,0.30767136170344,1
0.5,1e-04,14,"prot50_age",-1,-0.778526330907281,1
0.5,1e-04,14,"prot50_income",1,0.903764636563669,1
0.5,1e-04,14,"prot50_child",0,0.102727220237542,1
0.5,1e-04,14,"invasive_male",0,-0.0830144474429309,1
0.5,1e-04,14,"invasive_age",0.6,0.573293813816489,1
0.5,1e-04,14,"invasive_income",0.2,0.0987974539664364,1
0.5,1e-04,14,"invasive_child",0,0.0520662023197493,1
0.5,1e-04,15,"ASC2_male",-0.1,0.5418405234487,1
0.5,1e-04,15,"ASC2_age",-0.6,-0.661426415516082,1
0.5,1e-04,15,"ASC2_income",0.3,0.417659077352942,1
0.5,1e-04,15,"ASC2_child",0,-0.00689145735182038,1
0.5,1e-04,15,"ASC3_male",0,0.51374210640742,1
0.5,1e-04,15,"ASC3_age",0,-0.0737260080054693,1
0.5,1e-04,15,"ASC3_income",1.1,1.34214251570858,1
0.5,1e-04,15,"ASC3_child",1.2,1.17816317419426,1
0.5,1e-04,15,"prot25_male",0,-0.231385510409673,1
0.5,1e-04,15,"prot25_age",0,0.0204043399052905,1
0.5,1e-04,15,"prot25_income",0,-0.0979637927228281,1
