"Alpha","NoiseScale","Threshold","Iteration","Interaction","TrueBeta","Estimate","Detected"
0.5,2.5,1e-04,1,"ASC2_male",0.9,0.033144784817826,1
0.5,2.5,1e-04,1,"ASC2_age",0.3,0.221929718359749,1
0.5,2.5,1e-04,1,"ASC2_income",0,-0.123749492588593,1
0.5,2.5,1e-04,1,"ASC2_child",0,3.74774118567243e-08,0
0.5,2.5,1e-04,1,"ASC3_male",-1.1,-0.335187480431037,1
0.5,2.5,1e-04,1,"ASC3_age",0,-6.30696666737253e-10,0
0.5,2.5,1e-04,1,"ASC3_income",0.8,0.0330532080145426,1
0.5,2.5,1e-04,1,"ASC3_child",0,-0.240824786865274,1
0.5,2.5,1e-04,1,"prot25_male",1.2,0.406852150362878,1
0.5,2.5,1e-04,1,"prot25_age",0.7,0.0677572206419184,1
0.5,2.5,1e-04,1,"prot25_income",0,0.333713577268314,1
0.5,2.5,1e-04,1,"prot25_child",1.1,-9.90453635456507e-09,0
0.5,2.5,1e-04,1,"prot50_male",0,9.68442424089662e-07,0
0.5,2.5,1e-04,1,"prot50_age",0,-0.17434119077668,1
0.5,2.5,1e-04,1,"prot50_income",-1.2,-0.238907919449645,1
0.5,2.5,1e-04,1,"prot50_child",1.1,0.362624764687583,1
0.5,2.5,1e-04,1,"invasive_male",0,1.0129320689979e-08,0
0.5,2.5,1e-04,1,"invasive_age",-0.6,-0.274406128146957,1
0.5,2.5,1e-04,1,"invasive_income",0,1.74891028764605e-08,0
0.5,2.5,1e-04,1,"invasive_child",0,-0.117531366914098,1
0.5,2.5,1e-04,2,"ASC2_male",0,-8.64330819997217e-10,0
0.5,2.5,1e-04,2,"ASC2_age",0.1,-1.40442296752403e-08,0
0.5,2.5,1e-04,2,"ASC2_income",0.7,0.129116034907815,1
0.5,2.5,1e-04,2,"ASC2_child",-0.4,-8.14501222394181e-09,0
0.5,2.5,1e-04,2,"ASC3_male",0,0.0306598974921472,1
0.5,2.5,1e-04,2,"ASC3_age",0.4,0.0197889549295482,1
