"Alpha","NoiseScale","Threshold","TrueStatus","Predicted","Count"
1,1.75,1e-04,"Induced","Detected",1000
1,1.75,1e-04,"Induced","Not Detected",0
1,1.75,1e-04,"Not Induced","Detected",998
1,1.75,1e-04,"Not Induced","Not Detected",2
1,1.75,0.001,"Induced","Detected",1000
1,1.75,0.001,"Induced","Not Detected",0
1,1.75,0.001,"Not Induced","Detected",987
1,1.75,0.001,"Not Induced","Not Detected",13
1,1.75,0.01,"Induced","Detected",996
1,1.75,0.01,"Induced","Not Detected",4
1,1.75,0.01,"Not Induced","Detected",883
1,1.75,0.01,"Not Induced","Not Detected",117
1,1.75,0.05,"Induced","Detected",964
1,1.75,0.05,"Induced","Not Detected",36
1,1.75,0.05,"Not Induced","Detected",485
1,1.75,0.05,"Not Induced","Not Detected",515
1,1.75,0.1,"Induced","Detected",909
1,1.75,0.1,"Induced","Not Detected",91
1,1.75,0.1,"Not Induced","Detected",190
1,1.75,0.1,"Not Induced","Not Detected",810
1,1.75,0.5,"Induced","Detected",311
1,1.75,0.5,"Induced","Not Detected",689
1,1.75,0.5,"Not Induced","Detected",0
1,1.75,0.5,"Not Induced","Not Detected",1000
