"Alpha","NoiseScale","Iteration","ASC2_male","ASC2_age","ASC2_income","ASC2_child","ASC3_male","ASC3_age","ASC3_income","ASC3_child","prot25_male","prot25_age","prot25_income","prot25_child","prot50_male","prot50_age","prot50_income","prot50_child","invasive_male","invasive_age","invasive_income","invasive_child"
1,4,1,0,0.6,0,0,0,-1,0,0.2,0,-1,0,1.1,-0.2,0.5,0.6,0,-0.2,0,-0.3,0
1,4,2,0.2,0,0.2,0,-0.2,0,0.9,0,0,-0.4,0,-0.9,0,-1,0,0,0.7,0,-0.2,-1
1,4,3,0,0.4,-0.7,0,0,0,0,0,0.3,-0.9,0,-0.3,0,0,0.2,0,-0.4,1,1.1,1
1,4,4,0,0.7,0.6,1,0,0,0,-1.2,0,0,0.6,-0.2,0,0,0.3,0,-0.5,-0.2,-0.6,0
1,4,5,0,0,-0.3,0,0.7,0,0,0.3,0.5,0,0,0.5,0.7,0.7,0,0,0.3,0,-0.8,-0.2
1,4,6,1.2,0.5,-0.2,0,0,-0.5,0,0,0.2,0,0,0,1,-0.5,0,0,0.5,-0.2,0,0.3
1,4,7,0.2,0,0.8,0,0.9,-1.2,0.8,0,-0.8,-0.5,0,0,0,-0.9,-0.7,-0.8,0,0,0,0
1,4,8,0.5,0,0,-0.5,0,0.8,0,0.6,0,1.2,0,1.1,0,0,0,-1,0,-0.3,0.3,-0.9
1,4,9,0,0.5,0.5,0,0,0,0,-0.3,0.7,0.4,0,0.3,-0.2,-1,0,-0.8,0,1,0,0
1,4,10,0,-1,0,0,0.7,0,0,0,-1,1.1,-0.7,-0.3,0,0,0,0,0.2,0.6,-0.4,-0.3
1,4,11,1.1,0,0.1,0,0.6,-1,0.9,-0.8,-0.9,0,0,0,0,0,0,0,-0.7,0,1,-1.2
1,4,12,0,-0.4,-0.6,-1.2,-0.7,0.4,0,0,0,0,0,1,-0.6,0,0,0,0,0.6,0.6,-0.8
1,4,13,-0.4,0,0,0,-0.4,-0.3,-0.3,0,0,-0.4,-1,0,-0.6,0,0,0,-0.2,1,0.5,0
1,4,14,1.1,0,0,0.9,-0.6,0,0.9,0,0,0,0,0,0,1,0,-0.9,0.3,-0.8,0.6,-0.4
1,4,15,-0.9,1.2,0,-0.4,-0.6,0,0,0.9,0,0.7,-0.3,0.5,0,-0.5,0,0.2,0,0,0,0
1,4,16,0,-0.6,0,-0.8,0,-0.8,0.8,-0.8,0.7,-1,0,0,0.6,-1,0,0,0,0.8,0,0
1,4,17,0,-1,-0.9,0,0,-1.1,0,-0.6,-0.9,0,0.6,0,0.2,0.5,0,0,0.8,0,-1.1,0
1,4,18,0.2,0.7,0,0.7,0.2,0,0.4,0,0,0,0,-0.5,-0.6,0,1,0,0,0,-0.2,0.7
1,4,19,0,0,-0.2,0,0,0.2,-0.8,-1,0,0,0,0.7,-1,0,0.5,1.1,0,0,0.6,-1.2
1,4,20,0,0.9,1,-1,0.7,-1.2,-0.6,-0.7,0,0,0,0.7,0,0,0,0,0,0.5,0,0.3
1,4,21,-0.5,-0.6,0,1.1,0,0.3,0,0,0.5,0,-1,0,-0.5,0,0,-0.7,0,1.2,-0.2,0
1,4,22,0.7,-0.2,-0.4,0,0,-0.7,0,-0.7,0,0,0.5,0,0,1,-0.9,-1.1,0,0.3,0,0
1,4,23,0,0.5,0.8,-0.2,0.6,-0.3,0,0,0.8,0.4,0.5,0,0,0,0,0.5,-0.5,0,0,0
1,4,24,-0.3,-0.3,0,0,0,1.2,0,0,0.4,0,0.8,1,0,-0.8,1.1,0,0,1.1,0,1.2
1,4,25,1.2,0,0,0,-1,-0.2,0,-1.1,1.1,-0.6,0,1,0,0,0,0,0,1.1,-1.2,1.2
1,4,26,0,-0.9,-1.2,-0.4,0.8,0,-0.5,0.1,-0.9,0,0,0,0,0,0.1,0,0,0.9,-0.7,0
1,4,27,-1.2,-0.5,0,0,0,0,0,0.8,-0.8,0.9,0,0.6,0,0,0,0.4,-0.2,-0.2,1,0
1,4,28,-0.6,0,0,0,-0.9,-0.8,0,-0.7,0,1.1,1.2,0,-0.2,0.8,-0.2,0,0,0,0.3,0
1,4,29,0,0,-0.1,0,0,0.9,0,-0.2,0,0,0.8,-0.4,0.4,0.5,0,0.7,0,-0.3,0,1
1,4,30,0,0,0,0.6,0.4,0,0.2,0.2,0,-0.7,0.4,0.8,-0.7,0,0,0,1.1,0,0.4,0
1,4,31,1.2,0,-0.3,0,0,0,0,0,-0.8,-0.2,0,0,-0.9,-0.9,-0.2,-0.5,-1,0,0,-0.7
1,4,32,0.2,0.7,-1,0.4,0,0.3,0,0.5,0,-0.6,0,0,0.7,0.3,0,-0.6,0,0,0,0
1,4,33,0,-0.3,0,0,0,1.1,0,0,0.9,-0.8,1.1,0,-1.2,0.3,0,0.8,0,-1.2,0.6,0
1,4,34,0,-0.5,0,1,0,-0.3,-0.7,-1,0,0,0,0,0,-0.8,-0.1,0,-0.9,-0.9,-0.9,0
1,4,35,0,0,-0.2,0,0,0,0,0,0,1.2,-0.2,0.8,-0.9,-0.2,0,0,0.3,0.3,-0.4,-0.5
1,4,36,-0.7,0,0.1,0,0,0.6,1.1,0,0,0,0.2,0,0,0.9,-0.8,0,-1,0.8,0,-0.8
1,4,37,0,0,0,0,0,0,0.6,0,-0.8,0.9,-0.7,0.1,0,1,0,-0.9,0.6,-0.3,1.1,0
1,4,38,0.8,0,0.8,0.4,0,0,0,0.2,0,0,0,0,0,0.3,0.9,0,-0.5,0.9,1,-0.2
1,4,39,0.9,1.1,0,0.7,0,-0.1,0,-1.1,0,0,0.9,0,0,0.9,-0.8,0,0.1,0,0.7,0
1,4,40,0,0,-1,-0.4,1.2,0,0,0,-0.1,0,-0.3,-0.5,-1.2,0,0,1.1,-0.8,0.5,0,0
1,4,41,0.1,0,-1,-0.6,0.8,-0.6,-0.6,-1,0,-1,0,0,0,0,0,0,-0.7,-0.5,0,0
1,4,42,-0.1,1,0,0.4,-0.7,0,0,0,0.1,0.8,0,0,0,1,0,0,-0.9,0,-1,-1.1
1,4,43,0,-0.8,0,0,-1.2,0,0,0,1,0.5,0.9,1,-0.2,0,-0.3,0.6,0,0,1,0
1,4,44,0.9,1.2,0,0,0.9,0,-0.5,-1.1,-1.1,0,0,0.9,0,-1.2,-0.5,0,-0.8,0,0,0
1,4,45,-0.6,0,0,0.2,-0.7,0,0,-0.1,0,-0.8,0,0.4,0,1.2,0,-0.2,-1,0,-0.3,0
1,4,46,-0.3,0,-0.4,0,0,0,0,0,0,0.9,0.4,0.5,0.7,0.5,-0.5,0.7,0,0,0,0.6
