"Alpha","NoiseScale","Threshold","TrueStatus","Predicted","Count"
1,0.5,1e-04,"Induced","Detected",972
1,0.5,1e-04,"Induced","Not Detected",28
1,0.5,1e-04,"Not Induced","Detected",735
1,0.5,1e-04,"Not Induced","Not Detected",265
1,0.5,0.001,"Induced","Detected",972
1,0.5,0.001,"Induced","Not Detected",28
1,0.5,0.001,"Not Induced","Detected",728
1,0.5,0.001,"Not Induced","Not Detected",272
1,0.5,0.01,"Induced","Detected",968
1,0.5,0.01,"Induced","Not Detected",32
1,0.5,0.01,"Not Induced","Detected",683
1,0.5,0.01,"Not Induced","Not Detected",317
1,0.5,0.05,"Induced","Detected",967
1,0.5,0.05,"Induced","Not Detected",33
1,0.5,0.05,"Not Induced","Detected",536
1,0.5,0.05,"Not Induced","Not Detected",464
1,0.5,0.1,"Induced","Detected",958
1,0.5,0.1,"Induced","Not Detected",42
1,0.5,0.1,"Not Induced","Detected",397
1,0.5,0.1,"Not Induced","Not Detected",603
1,0.5,0.5,"Induced","Detected",815
1,0.5,0.5,"Induced","Not Detected",185
1,0.5,0.5,"Not Induced","Detected",22
1,0.5,0.5,"Not Induced","Not Detected",978
