"Alpha","NoiseScale","Threshold","Iteration","Interaction","TrueBeta","Estimate","Detected"
1,6,1e-04,1,"ASC2_male",0.9,0.0498387063679361,1
1,6,1e-04,1,"ASC2_age",0.3,0.107069952190632,1
1,6,1e-04,1,"ASC2_income",0,-0.0111085131252519,1
1,6,1e-04,1,"ASC2_child",0,0.0453498473679765,1
1,6,1e-04,1,"ASC3_male",-1.1,-0.370025251990816,1
1,6,1e-04,1,"ASC3_age",0,0.0224884627484406,1
1,6,1e-04,1,"ASC3_income",0.8,0.136712861477617,1
1,6,1e-04,1,"ASC3_child",0,0.0345700615906368,1
1,6,1e-04,1,"prot25_male",1.2,0.392787324797145,1
1,6,1e-04,1,"prot25_age",0.7,0.14988556896661,1
1,6,1e-04,1,"prot25_income",0,0.0623274956595732,1
1,6,1e-04,1,"prot25_child",1.1,0.238205786921023,1
1,6,1e-04,1,"prot50_male",0,0.156443129493802,1
1,6,1e-04,1,"prot50_age",0,-0.0211117668618293,1
1,6,1e-04,1,"prot50_income",-1.2,-0.157959543648626,1
1,6,1e-04,1,"prot50_child",1.1,0.093827348073394,1
1,6,1e-04,1,"invasive_male",0,0.0890968665894504,1
1,6,1e-04,1,"invasive_age",-0.6,-0.102706733117117,1
1,6,1e-04,1,"invasive_income",0,-0.00162002331423281,1
1,6,1e-04,1,"invasive_child",0,-0.0498405692815218,1
1,6,1e-04,2,"ASC2_male",0,0.211105471261001,1
1,6,1e-04,2,"ASC2_age",0.1,-0.0850475408160946,1
1,6,1e-04,2,"ASC2_income",0.7,0.159868916218023,1
1,6,1e-04,2,"ASC2_child",-0.4,-0.0506520747454697,1
1,6,1e-04,2,"ASC3_male",0,0.254189464097189,1
1,6,1e-04,2,"ASC3_age",0.4,-0.0221317679343689,1
1,6,1e-04,2,"ASC3_income",-0.8,-0.0621337614670048,1
1,6,1e-04,2,"ASC3_child",0,0.0645745656611538,1
1,6,1e-04,2,"prot25_male",0.5,0.017821169311682,1
1,6,1e-04,2,"prot25_age",0.8,0.181920292076816,1
1,6,1e-04,2,"prot25_income",0,-0.0932507718137791,1
1,6,1e-04,2,"prot25_child",0,-0.101283217664153,1
1,6,1e-04,2,"prot50_male",0,-0.286676850683204,1
1,6,1e-04,2,"prot50_age",0,0.141368123056102,1
1,6,1e-04,2,"prot50_income",0,-0.129075281228001,1
1,6,1e-04,2,"prot50_child",0,-0.0617234232456035,1
1,6,1e-04,2,"invasive_male",1,0.0836445886812848,1
1,6,1e-04,2,"invasive_age",-0.1,-0.00897890978553329,1
1,6,1e-04,2,"invasive_income",0,-0.0220951365181735,1
1,6,1e-04,2,"invasive_child",-0.6,-0.049121150356018,1
1,6,1e-04,3,"ASC2_male",-0.9,-0.0737621586908377,1
1,6,1e-04,3,"ASC2_age",-0.4,-0.197213691003486,1
1,6,1e-04,3,"ASC2_income",0,0.01050171538784,1
1,6,1e-04,3,"ASC2_child",0,-0.131432630163928,1
1,6,1e-04,3,"ASC3_male",-0.7,-0.166339640843176,1
1,6,1e-04,3,"ASC3_age",0,-0.037669578901927,1
1,6,1e-04,3,"ASC3_income",0,-0.00654209779222919,1
1,6,1e-04,3,"ASC3_child",1,0.0456314332492046,1
1,6,1e-04,3,"prot25_male",0,0.0121503330028718,1
