"Alpha","NoiseScale","Threshold","TrueStatus","Predicted","Count"
1,0.5,1e-04,"Induced","Detected",1000
1,0.5,1e-04,"Induced","Not Detected",0
1,0.5,1e-04,"Not Induced","Detected",1000
1,0.5,1e-04,"Not Induced","Not Detected",0
1,0.5,0.001,"Induced","Detected",1000
1,0.5,0.001,"Induced","Not Detected",0
1,0.5,0.001,"Not Induced","Detected",995
1,0.5,0.001,"Not Induced","Not Detected",5
1,0.5,0.01,"Induced","Detected",997
1,0.5,0.01,"Induced","Not Detected",3
1,0.5,0.01,"Not Induced","Detected",942
1,0.5,0.01,"Not Induced","Not Detected",58
1,0.5,0.05,"Induced","Detected",990
1,0.5,0.05,"Induced","Not Detected",10
1,0.5,0.05,"Not Induced","Detected",723
1,0.5,0.05,"Not Induced","Not Detected",277
1,0.5,0.1,"Induced","Detected",986
1,0.5,0.1,"Induced","Not Detected",14
1,0.5,0.1,"Not Induced","Detected",499
1,0.5,0.1,"Not Induced","Not Detected",501
1,0.5,0.5,"Induced","Detected",854
1,0.5,0.5,"Induced","Not Detected",146
1,0.5,0.5,"Not Induced","Detected",22
1,0.5,0.5,"Not Induced","Not Detected",978
