"Alpha","NoiseScale","Iteration","ASC2_male","ASC2_age","ASC2_income","ASC2_child","ASC3_male","ASC3_age","ASC3_income","ASC3_child","prot25_male","prot25_age","prot25_income","prot25_child","prot50_male","prot50_age","prot50_income","prot50_child","invasive_male","invasive_age","invasive_income","invasive_child"
1,0.5,1,1.36505786667198,0.530465579221389,0.0763687987729108,0.5181186294299,-2.65207878197388,-0.094791849705337,1.69198314167632,0.462111522401175,2.45859403382547,1.4906498998119,0.0154430070601557,1.77429738101984,0.311935324660049,0.18623422214939,-2.3549965875583,2.09658593671892,-0.189200974785083,-1.31137652853306,0.117464436033272,0.0422606126025518
1,0.5,2,-0.0993422323090925,0.165068553011853,1.03244182154735,-0.557654506643694,-0.0825480354703432,0.710393564383371,-1.8455369695264,0.171616235231292,1.16469549277404,1.55976476376178,0.147946476708621,0.0596597368698288,0.00832712916720889,-0.026795030778136,0.09528415385162,0.0278932315093904,1.65869542920155,-0.222058139061831,-0.0304313153321007,-0.991125701631332
1,0.5,3,-1.80767565844878,-0.927929359182754,0.161939953443173,-0.275924009357102,-1.55821727125496,-0.0039749702977662,0.149080820585484,1.57205186193038,0.0440745873005214,-0.00217185014493319,-0.137387802202102,0.178149465437606,1.36830089361642,-0.446799203334463,-2.21426176920239,-1.48170115950433,-0.203447691889019,-0.104829060364157,-2.43071727744882,1.76815500476363
1,0.5,4,0.0251598404604705,-0.488131575031722,-0.119324094658813,-0.984955684755941,-0.0886729507432604,1.72779571069096,-0.113601410645402,0.14596426461462,0.254296872681699,-0.912217912546514,0.0646800128770291,-0.0546871069203343,0.3189516206412,2.14103465522193,0.0250417105310352,-1.9504293618031,-2.05101640666246,-1.95939306457273,-0.692618617191216,0.271003830921749
1,0.5,5,0.237134664931141,1.39020716031376,-0.829906398976015,-0.914405069343308,0.32903059039665,0.0798265630416194,1.83386061118436,-1.36552342337593,1.80263883078168,-0.0554921857604357,-0.582568761218134,0.299759490259387,0.697818981777224,-0.0624761325159983,1.0248513604841,0.024772642282566,1.62563043675527,-0.0175028335081617,-0.109826361775751,-0.0737458409203523
1,0.5,6,1.03533969430477,1.15053819367333,0.085042112645877,0.451996814064916,0.154563402122895,-0.19962751235546,0.0348212458493333,2.9497748708192,-1.03644710714684,-0.503427398103053,-0.0622660525837374,-0.0951983092962859,0.137444439068569,-2.15138353525313,-0.422693953966176,-0.390532774926056,0.0662611565462214,2.00341775609776,-0.103310107046213,2.09143884723214
1,0.5,7,1.34645758850483,0.0546376872147185,0.0631916713550032,2.94114247727829,-1.51254829519154,0.152036231311199,0.106893327136836,-1.14153502096054,2.49143019063909,1.49254358726417,-0.0494536274757197,1.28972618980899,0.323716139500944,-0.891832652380669,-0.0756095141407775,0.978242595955738,-0.117783608526214,-0.0531182553445989,2.10782058102296,-0.00111735336978942
1,0.5,8,0.158368511841322,-2.56493509511389,0.0403405056170823,-0.424019567337219,-0.808808004990561,1.74663118885023,0.0115890150631564,1.99353371863124,0.0983359311775443,-0.217215999011987,-0.0830359487073524,2.17876672134311,2.17631598306927,-0.0275087058077629,-0.58776046497158,-0.110325109634704,-0.432835293741151,1.39080683542714,0.454299557944515,-0.164084721438882
1,0.5,9,2.30790902455443,-0.15677634552021,-0.233611059079871,-2.57377396154906,1.97008984031029,-1.37224217412201,-0.212113502719978,-1.99344491898051,-0.512071758316477,0.173754891074198,0.0767344310519405,-0.126397818793964,-0.23842794444333,1.32813088663387,-1.3957072054509,-0.0397401115880221,0.218392822706169,-0.00618101695568241,-1.49529060165537,-0.0582783923749368
1,0.5,10,1.67448689781214,0.0340094882538503,2.32444449061298,-1.31072743117404,0.823910200286401,-0.792726312853944,-0.124118552025513,0.150424803381979,2.36712930760385,-0.0413450478426384,-0.349406246009774,0.0806361926348199,1.05902578312948,0.0236628648684938,-0.356778885533208,1.44089810219452,-0.0680892548036029,1.24121274003385,-0.2100724813925,-1.04362004091453
1,0.5,11,2.38709857907474,-1.15177862569634,-0.029008219970188,-1.11011981346293,0.0200172001827236,-0.130391108326298,-1.4701190840344,0.0841025107619974,0.17855618990654,1.39129847815654,0.0687066279884946,-0.161938806887064,-2.1078008565629,1.49360288022609,0.0647439346338441,2.51575648328417,0.279331424469967,0.0262221241725841,-0.444270582800139,-0.185486543187705
1,0.5,12,-0.287401158599387,1.63169913428788,-0.165752834303749,0.095215646262852,1.07090315160868,0.424332593806611,-0.0489268127662499,0.138534422290039,-0.00705386408131354,-1.81042487335685,0.141640593758708,0.399310675654661,-1.4688588621528,-1.19249754824809,0.156043441260442,-0.0926324155413917,-1.34008048775712,-2.38802339408775,-2.06595019227279,-0.124191394175574
1,0.5,13,-1.1629221827555,-0.360827158910669,0.252111455825327,-0.0502886931441957,0.0257760344523432,0.20635669475847,0.278407949070495,-2.24739073657552,-0.906363753657618,-0.109901012145532,0.434383057548695,-0.465856260400996,1.68591536292955,1.91782747115562,-1.11985745191789,0.0811384974176329,0.22427579067487,0.12680279173684,2.02396618592773,-0.191849673785058
1,0.5,14,1.34548965447245,0.210958322267899,-0.00847790173713622,-2.53843935921105,-2.077401952726,0.188296048080544,-0.0194671859378628,-0.110603172384535,0.0992031646288321,-0.526864169734573,-2.12331236932316,-0.408919812698913,-0.135771524342325,-1.98286661061261,1.96668630692632,0.141434175793982,-0.17419217609856,1.27928424108703,0.458657479699787,-0.087462552042176
1,0.5,15,-0.21391322488062,-1.13917440692104,0.551091936520849,0.503037139314311,0.0699569905402312,-0.00695202806855927,2.03197522006112,2.70981870122524,-0.0974222689635759,0.0196952326189983,0.0573960641778891,1.17069913563873,-0.151609822728537,1.60955702946691,0.448528735341364,-0.19373741143691,-0.0743784398163111,-2.28378444710216,0.0516014711831023,1.69728256684388
1,0.5,16,1.87508307848136,2.11358789082674,0.0282994479595165,0.282227903673972,1.19692067924437,-0.0582624638845311,-0.014403822338064,-1.97443679511598,0.27377013649003,0.374207288209271,-0.0222629706123902,0.154231244150235,2.25105072999646,0.998858714411857,0.0434122108360315,-0.48493991551236,-0.787836502033624,0.0124604724491619,0.454033205687838,0.10475066874601
