"Alpha","NoiseScale","Threshold","TrueStatus","Predicted","Count"
1,1.5,1e-04,"Induced","Detected",1000
1,1.5,1e-04,"Induced","Not Detected",0
1,1.5,1e-04,"Not Induced","Detected",1000
1,1.5,1e-04,"Not Induced","Not Detected",0
1,1.5,0.001,"Induced","Detected",999
1,1.5,0.001,"Induced","Not Detected",1
1,1.5,0.001,"Not Induced","Detected",993
1,1.5,0.001,"Not Induced","Not Detected",7
1,1.5,0.01,"Induced","Detected",990
1,1.5,0.01,"Induced","Not Detected",10
1,1.5,0.01,"Not Induced","Detected",925
1,1.5,0.01,"Not Induced","Not Detected",75
1,1.5,0.05,"Induced","Detected",959
1,1.5,0.05,"Induced","Not Detected",41
1,1.5,0.05,"Not Induced","Detected",633
1,1.5,0.05,"Not Induced","Not Detected",367
1,1.5,0.1,"Induced","Detected",913
1,1.5,0.1,"Induced","Not Detected",87
1,1.5,0.1,"Not Induced","Detected",354
1,1.5,0.1,"Not Induced","Not Detected",646
1,1.5,0.5,"Induced","Detected",404
1,1.5,0.5,"Induced","Not Detected",596
1,1.5,0.5,"Not Induced","Detected",1
1,1.5,0.5,"Not Induced","Not Detected",999
