"Alpha","NoiseScale","Threshold","Iteration","Interaction","TrueBeta","Estimate","Detected"
1,6,1e-04,1,"ASC2_male",0.9,0.247791300803384,1
1,6,1e-04,1,"ASC2_age",0.3,0.0791189462252554,1
1,6,1e-04,1,"ASC2_income",0,0.0679511913633246,1
1,6,1e-04,1,"ASC2_child",0,-0.187595239405727,1
1,6,1e-04,1,"ASC3_male",-1.1,-0.0550958343898059,1
1,6,1e-04,1,"ASC3_age",0,-0.00540612603736094,1
1,6,1e-04,1,"ASC3_income",0.8,0.248146864361762,1
1,6,1e-04,1,"ASC3_child",0,-0.160447243054845,1
1,6,1e-04,1,"prot25_male",1.2,0.0734465782822014,1
1,6,1e-04,1,"prot25_age",0.7,0.0763333145384528,1
1,6,1e-04,1,"prot25_income",0,-0.0581156086480864,1
1,6,1e-04,1,"prot25_child",1.1,0.264400829850133,1
1,6,1e-04,1,"prot50_male",0,-0.0804565947589493,1
1,6,1e-04,1,"prot50_age",0,-0.0675157587470993,1
1,6,1e-04,1,"prot50_income",-1.2,-0.227279651432112,1
1,6,1e-04,1,"prot50_child",1.1,0.270467089996733,1
1,6,1e-04,1,"invasive_male",0,-0.00102205916949232,1
1,6,1e-04,1,"invasive_age",-0.6,-0.0713715402461859,1
1,6,1e-04,1,"invasive_income",0,0.0362013138959676,1
1,6,1e-04,1,"invasive_child",0,-0.0946086689740954,1
1,6,1e-04,2,"ASC2_male",0,-0.112556309139198,1
1,6,1e-04,2,"ASC2_age",0.1,0.042675345353028,1
1,6,1e-04,2,"ASC2_income",0.7,0.134088645182371,1
1,6,1e-04,2,"ASC2_child",-0.4,-0.0236785739922064,1
1,6,1e-04,2,"ASC3_male",0,-0.0802511833394711,1
1,6,1e-04,2,"ASC3_age",0.4,0.0947484126803015,1
1,6,1e-04,2,"ASC3_income",-0.8,-0.106564834416547,1
1,6,1e-04,2,"ASC3_child",0,0.0131171708496628,1
1,6,1e-04,2,"prot25_male",0.5,0.216803012644484,1
1,6,1e-04,2,"prot25_age",0.8,0.133402429173134,1
1,6,1e-04,2,"prot25_income",0,-0.0420123876470043,1
1,6,1e-04,2,"prot25_child",0,0.0242588498372681,1
1,6,1e-04,2,"prot50_male",0,0.109349202900624,1
1,6,1e-04,2,"prot50_age",0,-0.0663816729086226,1
1,6,1e-04,2,"prot50_income",0,-0.0633430783260288,1
1,6,1e-04,2,"prot50_child",0,-0.167117788678738,1
1,6,1e-04,2,"invasive_male",1,0.176564080754257,1
1,6,1e-04,2,"invasive_age",-0.1,0.000688322322460742,1
1,6,1e-04,2,"invasive_income",0,0.0393668885933398,1
1,6,1e-04,2,"invasive_child",-0.6,-0.246300456601895,1
1,6,1e-04,3,"ASC2_male",-0.9,0.0267804421725315,1
1,6,1e-04,3,"ASC2_age",-0.4,-0.175848674546563,1
1,6,1e-04,3,"ASC2_income",0,-0.038199596733134,1
1,6,1e-04,3,"ASC2_child",0,-0.081958448057801,1
1,6,1e-04,3,"ASC3_male",-0.7,-0.112025599213069,1
1,6,1e-04,3,"ASC3_age",0,-0.0461048557614599,1
1,6,1e-04,3,"ASC3_income",0,0.0197302016009221,1
1,6,1e-04,3,"ASC3_child",1,0.0776840404104542,1
1,6,1e-04,3,"prot25_male",0,-0.0697176122802705,1
1,6,1e-04,3,"prot25_age",0,0.11650846601284,1
1,6,1e-04,3,"prot25_income",0,0.0035848755157703,1
1,6,1e-04,3,"prot25_child",0,0.122602150414405,1
1,6,1e-04,3,"prot50_male",0.7,0.044429819101506,1
1,6,1e-04,3,"prot50_age",-0.2,0.0220371408830908,1
1,6,1e-04,3,"prot50_income",-1,-0.167476181125934,1
1,6,1e-04,3,"prot50_child",-0.8,0.00314166033830136,1
1,6,1e-04,3,"invasive_male",0,0.0133961706932322,1
1,6,1e-04,3,"invasive_age",0,-0.00571148375864801,1
