"Alpha","Iteration","ASC2_male","ASC2_age","ASC2_income","ASC2_child","ASC3_male","ASC3_age","ASC3_income","ASC3_child","prot25_male","prot25_age","prot25_income","prot25_child","prot50_male","prot50_age","prot50_income","prot50_child","invasive_male","invasive_age","invasive_income","invasive_child"
1,1,-3.5486034944591e-05,0.489726302569438,5.48159650924171e-05,-0.000243015301552977,0.0114869816249206,-0.984897275305944,0.0237827726969406,0.225889389134541,0.0925775934341893,-0.941574854812519,-0.0259771418864747,0.813977800927036,-0.129819530058668,0.56152824692449,0.507636892744688,-0.0746817033116886,-0.00883003166626963,0.0505465114108498,-0.224091621495952,6.14418750785384e-05
1,2,0.213797297273845,6.93164954170202e-06,0.216194784298873,-8.48450709561302e-05,-0.167856623250743,-0.00220907395246394,0.885033424138071,0.0466411422972378,0.0395544901498544,-0.372829144545982,-0.0403229366934737,-0.716587182766554,0.0209075358125195,-0.987262646067177,-0.0148815107815355,0.177481922417566,0.778105920775469,-0.0422007247434406,-0.156056063095742,-0.789280918852735
1,3,0.0515008099393515,0.359337888240108,-0.68762260898116,-0.0107259573909534,0.0232077426404632,-0.0462116263991394,0.0292609117211095,0.0215422257615559,0.187388426448962,-0.87672329157252,0.0984712632968723,-0.379499935281499,-0.0921977819632459,0.0835320736407825,0.211299760489423,0.0080938013785592,-0.476665300399275,1.00794653349778,1.20188987663593,1.0411943891631
1,4,0.158348741340894,0.54569692486719,0.479300311520945,0.806146301002872,0.14948024152647,-0.133153197544564,-0.129970546762911,-1.30538246698925,-0.0864576321547307,0.0479799691987785,0.605205271888676,-0.084632863846518,-0.194568628270309,0.060394975921373,0.31487533636029,0.139600774893979,-0.490188959453706,-0.246513708633736,-0.626194186593483,-0.117649666525776
1,5,-0.409513210560204,-0.040527883880369,-0.357142339871586,0.0094063702717344,0.349786690222636,-5.27949070389034e-05,-0.0224970542638648,0.348217665236099,0.729259589188909,0.0300931551993279,0.0586931514764643,0.364057143552466,0.82451070910009,0.751784156316677,0.110328857912217,-0.089809630950425,0.209927896986149,0.00323814300377875,-0.762760688595024,-0.186198548487049
1,6,1.14428395425044,0.529283938657463,-0.151278422878519,-0.0277424121922266,-0.000718626674284536,-0.427114840185372,0.0926757352561827,4.17381451460189e-06,0.225128323023206,-0.0867850239957784,0.00225759496458342,0.0923966836459963,1.09337714405234,-0.505387638752606,-0.120158762489349,0.152661334948236,0.431228147966038,-0.154479317158534,-0.0371555975822382,0.354082135634288
1,7,0.0393957246421564,-0.058007166196183,0.712422251798901,0.0188358353721021,0.797628328682541,-1.17119984091056,0.638201075127824,-0.00386884943862461,-0.608283430087477,-0.42969077026669,0.0620397567944328,0.0369140863467508,0.228226973461485,-0.867583552324153,-0.682907887027052,-0.694566874138213,-0.0178297052899915,-0.039072165116623,-0.0728570858780618,-0.00738109329434502
1,8,0.261588490461163,-2.42135315390572e-05,-1.94928878429737e-05,-0.458084316459879,-0.117503305520269,0.757779809463821,0.00990393716818393,0.486744655009427,-2.67163122654353e-05,1.20580221176048,0.0183695153619334,1.21228831225671,0.0353449289261379,0.0717633323496699,0.0296268038618743,-0.592955043068775,1.15257817682646e-05,-0.253415432153034,0.257346069731186,-0.693802650928494
1,9,-0.0660270506609393,0.48951528871156,0.463070437954231,0.0553558411388673,-0.0343468207214286,-0.0242105253780138,0.0528154795914669,-0.204907156196249,0.739497204772541,0.378014413620142,-7.34493859753766e-06,0.136626133318284,-0.0495211791951663,-1.02804346054881,-0.0401491925735957,-0.73751671789357,0.0489132205207262,0.891244237611671,-0.0319031303024883,-0.00409309845703689
1,10,-0.136952366072968,-0.975473452379739,-0.0204077422966209,-0.00268429374492038,0.492123743693214,0.0188355583667896,0.0106843619664765,-1.8851658157528e-06,-0.952957542795548,1.12782451052937,-0.666540354263852,-0.0532195680090335,0.0615971884013104,0.0074393962434135,0.0656258240857905,0.0109409777435339,0.173515895982387,0.626620625698457,-0.392148653867516,-0.120731592057524
1,11,1.07119067419081,0.115647573578098,-0.022021269620626,0.239795476185965,0.623302228992538,-0.961909094033249,0.777740979696117,-0.598911343976221,-0.92946136969866,-0.141681679251024,0.0230484325059922,-0.0971046993319951,-0.0758241455092952,-0.101503613154075,0.0404648229339486,-0.208295574011912,-0.800772168228108,0.0740425098544377,0.918234112042303,-1.20629925901722
1,12,-0.000150060283217365,-0.406310297642014,-0.637597694713072,-1.24092420635999,-0.794505650139501,0.422681855925141,-0.0332477664247109,-0.0767281488113434,-0.0337813428441403,0.0184841268718548,-0.0535921057180089,1.25864889367113,-0.570382764233462,0.0473596934587189,0.000476146903592609,0.164990320166737,-0.000179470170181022,0.668299003147624,0.542702519224228,-0.761740693753618
1,13,-0.367937454490974,0.00136217682155447,-0.0137519027187777,8.93685141497183e-06,-0.320771206595571,-0.329304196047166,-0.388679332314269,0.0192794448877235,0.00118578184675609,-0.408985835401312,-0.986023205276905,-0.00315221118482838,-0.681037679891605,0.0140574333217721,-0.00649698370100958,0.00108249956859664,-0.189000414992104,1.00446532715795,0.369831885024928,0.0116029638325775
1,14,0.906165272535147,0.0848775172342586,-0.0945874525969417,0.922507137014432,-0.737824265821793,0.0326922453453408,0.834690351617741,-0.00263258979511742,0.0699735955369982,-0.0439371484057709,0.0273519987875041,0.0311675141427648,0.164394747271732,0.958439683075517,3.44068417597411e-05,-0.725386115166652,0.00970991569417065,-0.727428899306159,0.615758187541217,-0.176131854848002
1,15,-0.847857524339958,1.23182535821806,-0.0280448529337433,-0.294671637818534,-0.47789528212468,-0.0381182687289746,-0.000689875402299594,0.859395677737811,0.0126984947808448,0.724777027068399,-0.309004623145962,0.366759853057386,0.00186632084628516,-0.546312270823593,0.0106151622671773,0.000210415002586881,0.0290318989249944,0.0315519158789543,0.00202776788135577,-0.00117116098326707
1,16,-0.0996961079670117,-0.557916660141571,-0.0948508468535604,-0.703180593282388,-0.128775250365916,-0.710193944026909,0.745157293085401,-0.668212601200558,0.653710237559922,-0.939857435454911,-0.0714049535103657,0.121140622414209,0.551826127729895,-0.957287948876542,-0.142814297508082,0.16520963290958,-0.0303138151125841,0.775646322693485,-0.051249447572248,0.273607971528031
1,17,-0.00169561700475534,-1.04377047958839,-1.08426304740953,-0.0956199156287493,0.000583280164955872,-1.06117794253758,-0.0737673004382716,-0.656099324370523,-0.959974232282223,-0.0883176079949839,0.692329419695106,-0.0657645822220363,0.264988840573097,0.447835596210879,0.11856240404607,-0.0558642128784205,0.918678392799476,0.00586984706994444,-1.17515203734738,-0.0854184558361085
