"Alpha","Iteration","b1","b2","b3","b4","b5","b6","b7","b8","b9","b10","b11","b12","b13","b14"
0.5,1,-2.22873395047371,-2.59745434144533,1.42025497706258,1.74633522498101,3.32577255545927,3.50981163187822,-3.96208185599216,0.445802606927681,-0.3302880169768,NA,NA,NA,1.72298382433729,3.00581148289
0.5,2,0.0807546219223055,0.853586524389487,-0.206831873912928,-0.74569426082334,3.17964725183956,2.51747975347793,-2.89318882849004,1.04546587550364,-1.18856816919358,0.645150919070299,-3.4220061549206,NA,NA,NA
0.5,3,-1.29865931838029,-1.12314222584743,1.54483125068022,1.65244302923258,3.23898381573246,4.13149774756957,-2.62504244802012,0.256419417485089,NA,3.65047840403843,NA,-0.669479175074944,-1.63631009990559,NA
0.5,4,-0.670079831187616,-0.621234797541603,0.295432837359618,-0.30240523290507,2.48980754991279,2.34987240170602,-3.25619959043865,0.297364034935714,NA,NA,NA,0.239812804945891,-0.226019338741606,1.53597351676245
0.5,5,0.126814987091891,0.210581451004954,0.545867835152027,2.16542561513187,1.3503825098361,3.81730065492686,-3.05337467475676,-0.404889830795024,1.78367311570709,NA,NA,NA,-3.49527135594248,0.844156647748572
0.5,6,-1.55939123109286,-1.75303612722222,1.29004325274936,1.85015590940681,3.32831776751521,3.94873546709319,-2.34393293652483,-1.31381503609949,0.0154490931522853,-4.61169545272316,NA,-2.90170051811123,NA,NA
0.5,7,0.780201262207896,1.12358973356135,-0.715718747130205,0.989269241691379,2.38717418005408,3.07993676448962,-1.40790720227371,-1.73846228678003,2.5458683992282,NA,0.374641634383207,NA,NA,1.38649497286528
0.5,8,-0.611486936061927,-1.036886031569,0.250556317289863,2.02348914466994,3.50095936325076,3.149683468026,-2.60798980193758,-0.386885779937672,1.57681651817247,2.71628212610514,4.93430539792458,NA,NA,NA
0.5,9,-2.77352113823847,-2.03189571293447,1.71394121947619,1.76664757353687,3.29559236075854,3.82287266371397,-3.82236505296004,-0.0737549828542239,NA,-4.10577565697888,-3.98785834907862,NA,-2.39007627269301,NA
0.5,10,0.455548594440363,0.803460264949862,0.876401705012202,0.63035980044257,1.60030861875431,2.33745148889112,-2.5771959955252,0.203752929533619,NA,NA,-4.33502678114668,NA,-0.315022765318736,-1.73647416371414
