"Alpha","Iteration","ASC2_male","ASC3_age","cost_income","prot25_child","prot50_child","invasive_child"
0.5,1,-0.406013223023328,-0.0322570313412681,0.172545469580629,-0.0913353695901785,0.206641709521958,0.669513748341159
0.5,2,-0.366249321583231,0.36694680504523,-1.08179792254485,2.26431321692108e-05,0.353451186487377,-0.312378025664727
0.5,3,-0.206990807956918,0.612547970351407,0.0945020312645539,-1.48008008415511,-1.42330184486832,0.040489128941943
0.5,4,-0.289390673722423,0.3536135918117,0.0387681234457046,0.89366676649649,-0.541472093647559,1.06093446281941
0.5,5,1.34808833573144,0.0112483573949701,-0.130796803499061,0.0966117262116645,-1.39718433664638,-0.681122001306806
0.5,6,0.0685491824264138,-0.28818531817584,-1.88330193453662e-05,-0.523074924919095,7.53876125218414e-06,0.0108520764150931
0.5,7,0.534173019208766,-0.0573657794579819,-0.188657909854535,0.000160344327357319,-0.000916357589198706,0.651171862847363
0.5,8,1.13286514041224,0.743226052626093,0.762047515314782,0.030752085398421,-0.088263020236169,9.15684579492484e-06
0.5,9,-0.460123717452858,-1.03127286164486,-1.18808080269616,-0.373445532605849,-1.76461141984721,-0.701319194796673
0.5,10,-0.000820968449772605,0.270649437649655,-1.16732983741127,0.141722940871227,0.740969858914669,0.393655653683586
