"Alpha","Iteration","b1","b2","b3","b4","b5","b6","b7","b8","b9","b10","b11","b12","b13","b14"
1,1,-1.09338358870225,-0.442483626282233,1.07235658533317,2.17659192855524,1.64317368337294,3.19629661212096,-3.31204028580414,-0.948686323588316,NA,NA,4.67129208968393,1.82464693313331,-0.933207256136868,NA
1,2,-0.967862624787112,-1.05326044114077,0.246516204681138,1.37411165484867,3.5844925664034,3.96965518693868,-2.03659285872456,-0.665925376914465,0.251680082984427,4.18187955936464,NA,NA,NA,-1.10054251988628
1,3,-1.12742917417365,-2.16080965425313,1.96036133899625,1.95939667698152,2.55386853085794,3.93477676735994,-1.99626676069497,-0.532698258171809,NA,-5.03729760868233,-0.397861531881908,NA,1.93567732718679,NA
1,4,-0.750874304033136,-0.479216044651096,0.415547269772218,0.656894264402952,4.07381464529848,4.16140586734207,-2.06312361058445,0.854028327969098,-0.144530609566348,1.05631541736716,-3.69561563628302,NA,NA,NA
1,5,-2.45176259674107,-2.54988209387369,1.20436314736361,2.12406519321884,3.73238167031462,3.70071181471002,-2.66061801736709,0.175068129268328,3.82755568011247,NA,NA,-2.09724318315248,NA,-1.22862110781366
1,6,-0.737091389639582,-0.701237041177345,1.07957978084621,1.431339322699,3.32683104566087,3.19264673527454,-3.54369489401622,0.299546523225992,NA,-1.43824745313166,-3.12468118717295,NA,NA,-1.52248946480798
1,7,0.895918461489994,0.758562742812613,-0.0485907884128649,0.0543618758383659,0.921441822584117,1.89461316225791,-1.45316359975322,0.588416821597947,-0.889469652885944,1.74096140269778,-3.90611741316367,NA,NA,NA
1,8,-2.19728563219549,-1.83230097868749,1.94007098036326,1.58797465509046,1.55448669685752,2.51697444757781,-4.03914119746307,1.06879026844553,-0.849425629619612,0.817322689359776,4.93405651278682,NA,NA,NA
1,9,0.285514854049534,0.0976142744778491,-0.426903251074399,0.795166357858788,2.54279108195757,3.66799516490502,-1.14156848851376,-0.968992105309475,1.58410764191683,NA,-4.03372090799334,NA,1.21077825581391,NA
1,10,-1.33170184500686,-0.954008807953613,1.03586787148129,2.14543489716491,3.71831989966947,5.05233107456213,-1.65896048356995,-0.968700482401727,-1.89963554545729,2.37874263109252,NA,0.722019033133761,NA,NA
