"Alpha","NoiseScale","Threshold","Iteration","Interaction","TrueBeta","Estimate","Detected"
1,6,1e-04,1,"ASC2_male",0,-3.20601765304437e-08,0
1,6,1e-04,1,"ASC2_age",0.6,0.150876735239831,1
1,6,1e-04,1,"ASC2_income",0,4.58689962816733e-08,0
1,6,1e-04,1,"ASC2_child",0,0.0209009868340857,1
1,6,1e-04,1,"ASC3_male",0,1.24549209707147e-07,0
1,6,1e-04,1,"ASC3_age",-1,-0.115570424555618,1
1,6,1e-04,1,"ASC3_income",0,0.0306639355750597,1
1,6,1e-04,1,"ASC3_child",0.2,-6.32326397981907e-08,0
1,6,1e-04,1,"prot25_male",0,5.02543426231111e-08,0
1,6,1e-04,1,"prot25_age",-1,-0.119393403487985,1
1,6,1e-04,1,"prot25_income",0,-0.0216697018265733,1
1,6,1e-04,1,"prot25_child",1.1,0.322290092468549,1
1,6,1e-04,1,"prot50_male",-0.2,2.21075395036209e-08,0
1,6,1e-04,1,"prot50_age",0.5,6.51696360018107e-07,0
1,6,1e-04,1,"prot50_income",0.6,0.00849178973842752,1
1,6,1e-04,1,"prot50_child",0,3.06113055089647e-07,0
1,6,1e-04,1,"invasive_male",-0.2,-2.79862250427771e-07,0
1,6,1e-04,1,"invasive_age",0,-0.0720515758221217,1
1,6,1e-04,1,"invasive_income",-0.3,-0.0313216002840689,1
1,6,1e-04,1,"invasive_child",0,-4.54437577564015e-08,0
1,6,1e-04,2,"ASC2_male",0.2,-5.92966425472801e-07,0
1,6,1e-04,2,"ASC2_age",0,-0.0546635569518259,1
1,6,1e-04,2,"ASC2_income",0.2,0.012506790491772,1
1,6,1e-04,2,"ASC2_child",0,-5.30389702191032e-05,0
1,6,1e-04,2,"ASC3_male",-0.2,-0.0155074339770653,1
1,6,1e-04,2,"ASC3_age",0,-0.0678883191424296,1
1,6,1e-04,2,"ASC3_income",0.9,0.121997524672216,1
1,6,1e-04,2,"ASC3_child",0,7.05519018957827e-07,0
1,6,1e-04,2,"prot25_male",0,-6.84099410778053e-08,0
1,6,1e-04,2,"prot25_age",-0.4,-8.19577431407733e-05,0
1,6,1e-04,2,"prot25_income",0,-9.48633164445862e-07,0
1,6,1e-04,2,"prot25_child",-0.9,-0.000114372732892105,1
1,6,1e-04,2,"prot50_male",0,-1.1961249181612e-08,0
1,6,1e-04,2,"prot50_age",-1,-0.0434742735787248,1
1,6,1e-04,2,"prot50_income",0,0.0220249574653709,1
1,6,1e-04,2,"prot50_child",0,0.0439219826329917,1
1,6,1e-04,2,"invasive_male",0.7,0.000259653349381199,1
1,6,1e-04,2,"invasive_age",0,6.74273398393872e-07,0
1,6,1e-04,2,"invasive_income",-0.2,-0.0625025990083291,1
1,6,1e-04,2,"invasive_child",-1,-0.0278978187785982,1
1,6,1e-04,3,"ASC2_male",0,4.02827724097548e-07,0
1,6,1e-04,3,"ASC2_age",0.4,8.53748395754653e-07,0
1,6,1e-04,3,"ASC2_income",-0.7,-0.125090102035571,1
1,6,1e-04,3,"ASC2_child",0,-7.29564214033785e-09,0
1,6,1e-04,3,"ASC3_male",0,-1.14711516162038e-07,0
1,6,1e-04,3,"ASC3_age",0,-0.061124831549549,1
1,6,1e-04,3,"ASC3_income",0,-0.0256060409197139,1
1,6,1e-04,3,"ASC3_child",0,-7.36453437572602e-09,0
1,6,1e-04,3,"prot25_male",0.3,-8.49162997898899e-09,0
1,6,1e-04,3,"prot25_age",-0.9,-0.089845419374377,1
1,6,1e-04,3,"prot25_income",0,0.00618118111724933,1
1,6,1e-04,3,"prot25_child",-0.3,-2.79577726516494e-09,0
1,6,1e-04,3,"prot50_male",0,0.122325272143189,1
1,6,1e-04,3,"prot50_age",0,-1.08636376078045e-08,0
1,6,1e-04,3,"prot50_income",0.2,1.26806222355834e-07,0
1,6,1e-04,3,"prot50_child",0,-6.63157551126207e-09,0
1,6,1e-04,3,"invasive_male",-0.4,-0.0460899525095866,1
1,6,1e-04,3,"invasive_age",1,0.0989113080333302,1
1,6,1e-04,3,"invasive_income",1.1,0.0713444605700807,1
1,6,1e-04,3,"invasive_child",1,0.104138846505024,1
1,6,1e-04,4,"ASC2_male",0,-1.57562808539937e-05,0
1,6,1e-04,4,"ASC2_age",0.7,0.103469343066971,1
1,6,1e-04,4,"ASC2_income",0.6,0.166532512389939,1
1,6,1e-04,4,"ASC2_child",1,0.079851520695763,1
1,6,1e-04,4,"ASC3_male",0,0.031114743690945,1
1,6,1e-04,4,"ASC3_age",0,-0.0550151548560108,1
1,6,1e-04,4,"ASC3_income",0,0.0430629856346447,1
1,6,1e-04,4,"ASC3_child",-1.2,-0.363920686188686,1
1,6,1e-04,4,"prot25_male",0,-0.122919214563642,1
1,6,1e-04,4,"prot25_age",0,0.00935091875530206,1
1,6,1e-04,4,"prot25_income",0.6,0.00743695466434821,1
1,6,1e-04,4,"prot25_child",-0.2,-4.03061831267818e-07,0
1,6,1e-04,4,"prot50_male",0,0.12139425918708,1
1,6,1e-04,4,"prot50_age",0,-0.00612657606025501,1
1,6,1e-04,4,"prot50_income",0.3,-6.52535217666645e-09,0
1,6,1e-04,4,"prot50_child",0,-2.38885385552338e-09,0
1,6,1e-04,4,"invasive_male",-0.5,-0.187316451084616,1
1,6,1e-04,4,"invasive_age",-0.2,-0.00232710355611473,1
1,6,1e-04,4,"invasive_income",-0.6,-0.0774321795238516,1
1,6,1e-04,4,"invasive_child",0,-0.0766163560157562,1
1,6,1e-04,5,"ASC2_male",0,-0.174027344042062,1
1,6,1e-04,5,"ASC2_age",0,-1.01897113911185e-08,0
1,6,1e-04,5,"ASC2_income",-0.3,-1.58395629236251e-08,0
1,6,1e-04,5,"ASC2_child",0,-0.185747641289875,1
1,6,1e-04,5,"ASC3_male",0.7,0.0402219056612963,1
1,6,1e-04,5,"ASC3_age",0,-0.000364235593069848,1
1,6,1e-04,5,"ASC3_income",0,0.05162424893331,1
1,6,1e-04,5,"ASC3_child",0.3,0.0510395995285391,1
1,6,1e-04,5,"prot25_male",0.5,-1.67322255661218e-09,0
1,6,1e-04,5,"prot25_age",0,-0.0365344328313218,1
1,6,1e-04,5,"prot25_income",0,-0.0211651487632893,1
1,6,1e-04,5,"prot25_child",0.5,0.186288281335856,1
1,6,1e-04,5,"prot50_male",0.7,0.0553951645251809,1
1,6,1e-04,5,"prot50_age",0.7,0.114356907686419,1
1,6,1e-04,5,"prot50_income",0,0.0192164707870915,1
1,6,1e-04,5,"prot50_child",0,-0.016181138154377,1
1,6,1e-04,5,"invasive_male",0.3,-0.0752442315792721,1
1,6,1e-04,5,"invasive_age",0,0.0102830262491735,1
1,6,1e-04,5,"invasive_income",-0.8,-0.0503415131845019,1
1,6,1e-04,5,"invasive_child",-0.2,-0.0858951879589488,1
1,6,1e-04,6,"ASC2_male",1.2,0.239995074336328,1
1,6,1e-04,6,"ASC2_age",0.5,0.0738089659144955,1
1,6,1e-04,6,"ASC2_income",-0.2,-1.29031773748177e-05,0
