"Alpha","NoiseScale","Iteration","ASC2_male","ASC2_age","ASC2_income","ASC2_child","ASC3_male","ASC3_age","ASC3_income","ASC3_child","prot25_male","prot25_age","prot25_income","prot25_child","prot50_male","prot50_age","prot50_income","prot50_child","invasive_male","invasive_age","invasive_income","invasive_child"
0.5,6,1,0.0690746424151147,0.0862569366969782,-0.0112007255346038,0.000544886660368589,-0.308736754734497,-2.18399395845207e-09,0.127060017515595,8.18997863155116e-09,0.322336730288599,0.160099053471906,0.064332459665425,0.219442325855104,0.0713528161155861,2.34397107886385e-09,-0.144305295640974,0.0860317123462042,0.0340457974625679,-0.0932062564015531,2.2999058005173e-10,-0.0549203726082049
0.5,6,2,0.0356152985476408,-0.0453732850583916,0.148682414177023,-0.071047021768694,0.0738517873794077,0.00727359409263071,-0.0646093980817722,0.00717158396122652,0.142937954615666,0.150304126863771,-0.0740072810666872,-0.0210846752373934,-0.151925307008355,0.107155673956901,-0.108507972588761,-1.32343146134801e-08,1.17084735395126e-09,2.8167256119593e-07,-0.0119229899302727,-0.0272270084236084
0.5,6,3,-8.67109765547362e-09,-0.096080460498389,5.59594598872866e-09,-8.05934044960029e-08,-1.84885273095764e-08,-4.88676575402031e-09,-1.34708448951467e-08,0.026418226045267,-5.62638771772821e-09,-1.3781056323158e-09,-8.32248651518502e-09,2.32913977350091e-08,-3.19966883104502e-09,-5.93755860416142e-09,-0.0390821024253939,-4.28961598892901e-09,-0.000571372794843406,-2.50719095946811e-08,-0.14299453796936,-3.68270609602451e-09
0.5,6,4,5.53815636605557e-11,-0.11343632568746,-8.12605882998111e-07,-0.101957859233532,1.76395752801376e-07,0.176832161736565,0.0119176090261434,9.99122625017835e-08,0.0817451474039158,-0.10191170411395,-8.22050808269466e-09,1.46596609472997e-06,0.0539006004983272,0.196799650163521,0.0427673178005201,-0.00219652774718023,-0.132334876211747,-0.109558185319318,-0.0759741359595983,0.136224545766156
0.5,6,5,-3.57411598351952e-09,0.060930048682632,-0.133826161490788,-1.53195333876321e-08,0.0265631053425941,-1.5034321004054e-08,0.111303139033925,-0.00597692582179226,0.159102346673923,0.0500933883697393,-0.0976879268348354,-9.31683047480894e-09,0.0304893000263136,0.0827538214952235,0.0961169574495386,-7.97265426699201e-09,0.0623018610474635,-3.57822446336864e-08,0.00334170493380374,1.07654940460477e-08
0.5,6,6,0.150609808061692,0.0239179471914252,-1.19326337229338e-08,0.0235251692907069,0.0277226562214163,-0.0773372069101219,0.0239976400246451,0.180535508300486,-0.245129821780369,0.116713231864152,-0.0375084880475373,0.0177619626526256,0.0580200157792135,-0.0768247196791474,-0.0682846288137821,0.0614084143785322,0.0422512524922658,0.182332402236347,-0.0103035086983526,0.343227075584582
0.5,6,7,0.0297883192253337,-0.0314224272804433,-0.0193873746052469,0.217005454868124,-0.181704000548046,-4.18923019327506e-07,0.0177791336062111,-0.019973649184466,0.152546964230762,0.247307815465404,-1.99955081490814e-07,0.123325964247567,-9.06955638724687e-07,-0.0264762202380822,-0.0241317311021998,2.82473083335552e-08,-0.0262494738017663,7.86065706859179e-05,0.180470273565802,-3.59414024686337e-08
0.5,6,8,0.0402124568725228,-0.199515666761661,0.0313887942378824,-7.16286638680046e-09,-0.0760782150041242,0.14523432046386,-7.51319390516513e-09,0.0278202291147489,-1.89283138255144e-08,0.00951591202182659,7.23863549041424e-08,0.144913046751437,0.21925779438115,0.0129821215584295,-0.046129821768617,-9.90083096830444e-09,-7.97902063652575e-08,0.121758231027129,-0.0137598338432999,-0.111779851794331
0.5,6,9,0.00719612742778452,0.0187212134764809,8.74686411690112e-07,-9.83631609895123e-07,0.00305820493483193,-6.46746970402268e-06,-5.10609727587747e-07,-1.19878844823635e-09,4.22636852274304e-06,-1.19832812634801e-07,6.48424036188576e-07,-8.97558156504924e-09,0.0739556681989153,0.0629331831613037,-0.0231722907890538,4.11659305916351e-07,-0.0309548888210332,-1.44268676225105e-07,-1.04067262432139e-06,-4.18166606833012e-07
0.5,6,10,3.68993867105945e-06,0.0142679570414005,0.163096390353137,-2.25641701349084e-08,-8.58593695503894e-10,-0.0507188000752132,-0.0273313329953536,0.0925819080803923,0.0416024104332007,3.15384420958569e-06,-1.06559236821184e-06,7.65669542294247e-07,0.000452471069847383,-1.11410347189473e-08,1.28050574459836e-07,1.50426071897934e-06,-0.00825648643640701,0.0754132903575118,-2.30288248668265e-07,2.04567119954427e-07
0.5,6,11,0.196383332946051,-0.124342328603794,0.0346391550362619,-0.171410463546736,-3.02122779000607e-09,-0.055189258539218,-0.0713140104968674,0.0366968911905235,0.166472447505924,0.143763345394927,0.0435151228320028,4.53494248280848e-07,3.37416723204697e-06,0.164499414181455,-0.0266799149667796,0.295642172332678,0.131768124679844,0.00976581221636478,-0.0326921091637396,-2.97024518554371e-06
0.5,6,12,-5.26527458001155e-06,0.204917690134559,-0.0411343533403645,-1.65748967761827e-08,0.190317067178933,0.0941409414040819,-0.0444629760544687,-0.0187649523321982,-0.0806671545130436,-0.183489312401956,0.0849470889532235,-3.35990336625912e-07,-0.35583071695569,-0.149977917018608,-2.81429812822958e-06,-0.0624234847900433,0.00976871655994036,-0.200594386366053,-0.188148402884536,7.37712741055197e-07
0.5,6,13,-0.143213394440341,0.0209157312369283,1.63375521071091e-07,-0.0108215911772736,-1.82807142208797e-06,0.0430169208127191,0.0185044065166688,-0.137195906863488,-0.0675825179026503,-1.55262935002061e-05,0.0307836355347212,-9.3931628375946e-07,0.0920124034366131,0.154446586665455,-0.0659574199018624,-1.92760516500568e-08,-0.0948642856239952,-0.00248828062435652,0.170707514892499,1.37178870224622e-06
0.5,6,14,0.148366600683421,2.73926813049858e-08,-0.000148454485963843,-1.41605287392836e-08,-4.74812832716063e-08,1.19478711505198e-08,2.34107580076044e-08,4.22308714313672e-08,-3.87930018077927e-09,6.89239533035002e-08,-0.18146252788225,-1.11338159243596e-08,-4.20654705326701e-09,-0.107251552469269,0.146808642276047,8.28468840984447e-09,-1.91306371475031e-06,1.77291884387738e-07,-6.58612423090017e-11,4.82501490082852e-09
0.5,6,15,-3.03669524954748e-08,-0.0210654607304252,0.0590593572220116,0.0041837435077132,0.0635656829154488,-0.00307884947079889,0.160654780039288,0.239550030850819,-1.33753656524027e-08,-0.117467181301977,-7.92609216068932e-08,0.0756714400168685,1.68527861004283e-07,0.0533208268135485,0.0387531316915469,-7.26042823272781e-11,-0.0166797826784392,-0.160807369501764,5.94947739287203e-08,2.60139216782119e-08
0.5,6,16,0.0518298508077166,0.116210734802555,-0.00379696721023367,0.00829756273554412,5.26300843460098e-09,-7.70067338886493e-09,-1.00945775930844e-08,-0.0147850338947395,-2.02018497731841e-09,-6.06076513524825e-09,-6.34494499432202e-09,-3.98291886814011e-09,0.175248739653742,0.0843397594056901,-1.06333923167849e-08,-1.16692095188688e-08,-0.0642934381369173,-8.99762967383383e-09,-2.03370989757733e-09,-1.16158482601674e-08
0.5,6,17,0.014848379792771,-0.0629649798941656,0.130044922798455,-5.45865558343155e-09,-8.76792678879445e-09,0.00696155524742897,0.0718387030801534,-0.0187129446925267,-9.40612100658535e-09,-9.99098716760263e-09,-1.45074288413979e-08,-4.76946383724758e-09,-5.4536193316876e-09,-5.94079893661134e-09,0.0768357858044775,-1.15132618849836e-08,-1.22532499448175e-08,-1.28313688658626e-08,-0.100867408950035,-2.00372961738659e-09
0.5,6,18,-8.07938877742806e-09,-2.32925747562624e-09,-5.46546256663582e-10,0.0265109243394284,0.0254944749852872,-1.86585631746197e-09,0.0170486608322288,-9.30279318153404e-09,0.0454656055679988,0.0210103415465979,0.00227943103337655,-7.6453568917495e-09,-1.3477399585239e-08,-1.19226871728668e-08,-5.81075026031468e-09,0.0157975746998118,-9.80201252978317e-07,5.21065399472308e-07,-0.0815917599417393,-5.79573813842128e-08
0.5,6,19,-3.37739006955358e-09,0.234188520869488,-0.0528337273044298,-5.3500868670425e-09,-6.47877060444254e-09,-4.6823879295896e-08,0.00897092107803341,8.49519327835657e-08,4.00953175068511e-08,0.00339104153935144,2.45366075788096e-08,1.3392721069975e-07,0.025411867249751,-2.61000651962405e-10,-1.0502519299283e-08,-5.45828412606175e-10,-9.08072916303709e-08,-1.33572308349073e-08,-7.88006384738049e-09,-4.49216102161793e-09
0.5,6,20,-0.0057954377246101,0.100958344796827,-0.142977853836697,0.0207309450863429,0.0792532423706326,-2.14443119851112e-08,0.0300266416866888,-8.16188464507542e-07,5.59421844894994e-09,0.0318429368625683,-1.25309632882431e-07,6.6783264320455e-08,-2.75957739493419e-07,-0.0763288275235314,-0.210863650799046,-3.64078394927734e-11,-0.022778807808919,-2.82881031351284e-07,-0.122961081405121,0.0486903742241117
0.5,6,21,2.39421840584398e-08,8.60252561647765e-07,0.0279114832068677,-4.51044533494325e-08,3.85211474024643e-07,-0.122337926864929,-1.06533299393683e-08,-1.60823201599837e-08,-5.80040472552959e-09,-1.25789279385346e-06,5.17046821967218e-09,4.30019949962861e-08,1.23686272704022e-06,-0.000663186219470376,1.09600384680976e-07,4.04846681939477e-08,-0.0379055859365232,-0.0259567700652652,-5.70651432344485e-09,-1.43672201065756e-07
0.5,6,22,0.124764891472833,-9.42245998338514e-09,-0.00400322847484464,-1.81749106082884e-08,-1.27241360986293e-07,-0.0191108647781293,1.53621436917846e-07,9.04825876150915e-09,2.73748031008143e-06,6.53464713842065e-08,2.98530973223256e-09,4.63499938339945e-08,0.0448780415819015,-0.127997455510365,-0.00162018405203147,0.0146537641169031,-0.00127444334270088,-0.116588634748884,-6.93369871454449e-08,-7.8616541961803e-13
0.5,6,23,1.13427619941582e-05,4.45819321103798e-06,-0.00886041902192057,-0.00877364894650059,-0.0251676224358722,-0.00668703122913803,-8.53945619733636e-11,0.0835453854040125,0.141984709189621,-0.00806916658064483,-5.40208990234629e-08,-0.125142363554386,-0.189677980158689,-0.0948744629073099,0.00301364212841203,6.72468428081332e-09,-0.000106316760089767,2.91504626264291e-08,0.120282499549978,-0.0734234315508968
0.5,6,24,0.00619800061757454,-0.143451095568331,-0.0161243620505537,-0.0440486163695176,-0.114715730111848,0.0141580697692398,-0.0745051855980922,-2.64244542784414e-09,-5.93307691209676e-09,-0.0658145872402529,0.00176563004566534,-2.35885956558323e-06,0.00378781047427823,0.0222476945586437,-0.0519035058845457,0.165488424803558,1.88769391200021e-06,-0.0561019264337919,0.150736059235796,-9.36426195404203e-07
0.5,6,25,2.08972016228453e-09,0.0609441409196869,-1.05679923566626e-07,-4.3495488661318e-09,0.0965011236096939,-2.2739795365807e-10,-0.137836933612812,1.70339981510504e-07,-6.27664537925472e-12,0.0254233262032551,-0.12503711635211,0.0378714380745397,7.05620053502272e-08,0.048745311932616,1.44815937249699e-07,-4.56126370083361e-09,-0.122644592535399,-0.00304057183604322,-4.95407219325708e-09,-3.50348262802575e-08
0.5,6,26,-5.8195181294049e-09,-3.89451585620043e-08,1.38308996119286e-07,-4.86107888017418e-08,-6.32837901377096e-14,9.43074641708928e-09,-0.0941457284373291,-0.00887649992518546,-7.95889703368329e-09,0.00348841663504018,-0.103954205584916,0.0484406241905767,0.0358771754382347,0.181021374300507,0.0239179900207465,-0.0216785367961033,-2.18988887237347e-09,-7.1466085294669e-08,8.31928358084667e-09,6.37116610455667e-07
0.5,6,27,0.0622217385651392,-0.0816794289686958,0.106199477075113,-1.65699325116776e-09,-0.0487625480507787,0.0255959443057459,-1.69748107376899e-07,-0.0623193059647149,0.0598651054470605,-2.50621867996339e-09,0.0199388497439179,0.0360058083770202,-2.59684462014963e-08,0.110054510470865,0.0554624086924027,-0.0499923247800061,-9.45320581915289e-09,-4.72821329364468e-09,0.16108909371109,0.0872889927610421
0.5,6,28,-1.4129360572444e-08,-1.5957487015275e-07,-0.0280523831430359,-0.184288114368841,-0.109261814753386,-0.0387692846183478,0.00753737192374644,5.90055702404559e-08,-0.028228355642763,-0.0937036287653885,0.0495531109765158,0.0218540730342285,-3.21892481689672e-08,-7.09625064927299e-08,0.0510309613796855,-7.11468911017992e-09,2.07061425112173e-08,-4.41629200600351e-08,-0.13907710879189,-3.25593530801308e-07
0.5,6,29,-0.0193274261684408,0.095955129657268,0.131681282715235,-1.39320866219041e-08,0.216877857497084,-0.0746555727759105,0.00430765002192001,-0.114382007658703,-0.117932117722829,0.0566291539889,0.0227744926890388,-0.0436145580106518,0.0608433563410587,-0.169045065419101,-0.0997386083769681,-0.0401736755616122,0.0392041635378037,-7.67739978607833e-09,-0.0331925312383926,-0.0439244962822896
0.5,6,30,8.14617098954335e-08,0.0419728825355021,1.33683994894244e-09,-1.1040320319659e-08,0.197611825438436,-1.45297269712303e-08,0.0885653651597957,-1.32032514359624e-09,4.83348288353357e-07,2.93950828173493e-07,0.0306287192765672,2.49380388085237e-10,0.00736267294345929,1.60999211792692e-08,2.15949330566292e-11,-8.60124816615056e-09,-3.01862383025966e-09,-0.00223567506312193,-0.105558588863872,-1.25011081798525e-08
