"Alpha","NoiseScale","Threshold","Iteration","Interaction","TrueBeta","Estimate","Detected"
0.5,2,1e-04,1,"ASC2_male",0.9,0.396603447658901,1
0.5,2,1e-04,1,"ASC2_age",0.3,0.211497198558061,1
0.5,2,1e-04,1,"ASC2_income",0,-1.28737716447554e-08,0
0.5,2,1e-04,1,"ASC2_child",0,0.179355690541715,1
0.5,2,1e-04,1,"ASC3_male",-1.1,-0.667516888671195,1
0.5,2,1e-04,1,"ASC3_age",0,0.00768172498116472,1
0.5,2,1e-04,1,"ASC3_income",0.8,0.409583245598085,1
0.5,2,1e-04,1,"ASC3_child",0,0.0940973659368316,1
0.5,2,1e-04,1,"prot25_male",1.2,0.708039804693532,1
0.5,2,1e-04,1,"prot25_age",0.7,0.357304088569687,1
0.5,2,1e-04,1,"prot25_income",0,-0.0162079230598293,1
0.5,2,1e-04,1,"prot25_child",1.1,0.435019652912427,1
0.5,2,1e-04,1,"prot50_male",0,0.167197812846038,1
0.5,2,1e-04,1,"prot50_age",0,0.0225719598216732,1
0.5,2,1e-04,1,"prot50_income",-1.2,-0.595513399809208,1
0.5,2,1e-04,1,"prot50_child",1.1,0.392057136916427,1
0.5,2,1e-04,1,"invasive_male",0,0.112442208619733,1
0.5,2,1e-04,1,"invasive_age",-0.6,-0.236577443401445,1
0.5,2,1e-04,1,"invasive_income",0,-0.00426828808002986,1
0.5,2,1e-04,1,"invasive_child",0,0.0253781573823868,1
0.5,2,1e-04,2,"ASC2_male",0,-0.0272323894159599,1
0.5,2,1e-04,2,"ASC2_age",0.1,6.54854230723994e-05,0
0.5,2,1e-04,2,"ASC2_income",0.7,0.301899759023524,1
0.5,2,1e-04,2,"ASC2_child",-0.4,-0.15241200982048,1
0.5,2,1e-04,2,"ASC3_male",0,2.50458824081943e-07,0
0.5,2,1e-04,2,"ASC3_age",0.4,0.137354738393307,1
0.5,2,1e-04,2,"ASC3_income",-0.8,-0.423673151049366,1
0.5,2,1e-04,2,"ASC3_child",0,9.62267814806212e-07,0
0.5,2,1e-04,2,"prot25_male",0.5,0.351648050026552,1
0.5,2,1e-04,2,"prot25_age",0.8,0.385836086553749,1
0.5,2,1e-04,2,"prot25_income",0,0.00147318450089507,1
0.5,2,1e-04,2,"prot25_child",0,-6.36822885922352e-07,0
0.5,2,1e-04,2,"prot50_male",0,-0.0884828687282193,1
0.5,2,1e-04,2,"prot50_age",0,0.0157696018523132,1
0.5,2,1e-04,2,"prot50_income",0,-0.00306568228839507,1
0.5,2,1e-04,2,"prot50_child",0,-6.34576486010677e-10,0
0.5,2,1e-04,2,"invasive_male",1,0.232180281107238,1
0.5,2,1e-04,2,"invasive_age",-0.1,-0.0335160383161846,1
0.5,2,1e-04,2,"invasive_income",0,6.21218089981347e-05,0
0.5,2,1e-04,2,"invasive_child",-0.6,-0.170820528083047,1
0.5,2,1e-04,3,"ASC2_male",-0.9,-0.301182254577924,1
0.5,2,1e-04,3,"ASC2_age",-0.4,-0.287832242086029,1
0.5,2,1e-04,3,"ASC2_income",0,0.0625324834578048,1
0.5,2,1e-04,3,"ASC2_child",0,-0.214360634555941,1
0.5,2,1e-04,3,"ASC3_male",-0.7,-0.351397814700273,1
0.5,2,1e-04,3,"ASC3_age",0,-0.000407831566994701,1
0.5,2,1e-04,3,"ASC3_income",0,0.0161779523309703,1
0.5,2,1e-04,3,"ASC3_child",1,0.229854596920856,1
0.5,2,1e-04,3,"prot25_male",0,-0.0494802723729644,1
0.5,2,1e-04,3,"prot25_age",0,0.0319504767452291,1
0.5,2,1e-04,3,"prot25_income",0,-0.0404805695513032,1
0.5,2,1e-04,3,"prot25_child",0,0.109351291920393,1
0.5,2,1e-04,3,"prot50_male",0.7,0.163051936034474,1
0.5,2,1e-04,3,"prot50_age",-0.2,-0.051689524291241,1
0.5,2,1e-04,3,"prot50_income",-1,-0.495072673742268,1
0.5,2,1e-04,3,"prot50_child",-0.8,-0.0786712709162572,1
0.5,2,1e-04,3,"invasive_male",0,-0.105616877982932,1
0.5,2,1e-04,3,"invasive_age",0,-2.48849819905048e-07,0
0.5,2,1e-04,3,"invasive_income",-1.2,-0.584733962781722,1
0.5,2,1e-04,3,"invasive_child",1,0.393973647839372,1
0.5,2,1e-04,4,"ASC2_male",0,0.0481626621444227,1
0.5,2,1e-04,4,"ASC2_age",-0.1,-0.163386980760412,1
0.5,2,1e-04,4,"ASC2_income",0,0.00434789464220976,1
0.5,2,1e-04,4,"ASC2_child",-0.6,-0.351968095268792,1
0.5,2,1e-04,4,"ASC3_male",0,-1.0060121073797e-08,0
0.5,2,1e-04,4,"ASC3_age",1,0.480472663448803,1
0.5,2,1e-04,4,"ASC3_income",0,0.00816197251497237,1
0.5,2,1e-04,4,"ASC3_child",0,-0.0179424552651501,1
0.5,2,1e-04,4,"prot25_male",0,0.0971607097053654,1
0.5,2,1e-04,4,"prot25_age",-0.5,-0.285756862342538,1
0.5,2,1e-04,4,"prot25_income",0,-2.31648662644804e-08,0
0.5,2,1e-04,4,"prot25_child",0,-3.56249692753607e-08,0
0.5,2,1e-04,4,"prot50_male",0.1,0.165514056079299,1
0.5,2,1e-04,4,"prot50_age",1,0.515118003058653,1
0.5,2,1e-04,4,"prot50_income",0,-2.22951670259459e-09,0
0.5,2,1e-04,4,"prot50_child",-1,-0.380911615238931,1
0.5,2,1e-04,4,"invasive_male",-1,-0.410076293100759,1
0.5,2,1e-04,4,"invasive_age",-0.9,-0.401371214337491,1
0.5,2,1e-04,4,"invasive_income",-0.3,-0.234538694132972,1
0.5,2,1e-04,4,"invasive_child",0,0.218732261485779,1
0.5,2,1e-04,5,"ASC2_male",0,-3.29819077285794e-09,0
0.5,2,1e-04,5,"ASC2_age",0.7,0.396547736254179,1
0.5,2,1e-04,5,"ASC2_income",-0.4,-0.324331761998207,1
0.5,2,1e-04,5,"ASC2_child",-0.3,-0.111273346498153,1
0.5,2,1e-04,5,"ASC3_male",0,0.0084328312335245,1
0.5,2,1e-04,5,"ASC3_age",0,0.0971848139095452,1
0.5,2,1e-04,5,"ASC3_income",0.9,0.397420069736586,1
0.5,2,1e-04,5,"ASC3_child",-0.6,-0.183298051003903,1
0.5,2,1e-04,5,"prot25_male",0.9,0.520537283768345,1
0.5,2,1e-04,5,"prot25_age",0,-1.04247959620419e-08,0
0.5,2,1e-04,5,"prot25_income",-0.3,-0.131437898250865,1
0.5,2,1e-04,5,"prot25_child",0,0.0447064654743794,1
0.5,2,1e-04,5,"prot50_male",0.4,0.14959330510205,1
0.5,2,1e-04,5,"prot50_age",0,0.0309316860776635,1
0.5,2,1e-04,5,"prot50_income",0.5,0.257294398619309,1
0.5,2,1e-04,5,"prot50_child",0,-0.00660356278784733,1
0.5,2,1e-04,5,"invasive_male",0.7,0.374377245034565,1
0.5,2,1e-04,5,"invasive_age",0,7.99101252037569e-08,0
0.5,2,1e-04,5,"invasive_income",0,-0.0691638326453187,1
0.5,2,1e-04,5,"invasive_child",0,0.0533981863993096,1
0.5,2,1e-04,6,"ASC2_male",0.4,0.25013294137143,1
0.5,2,1e-04,6,"ASC2_age",0.7,0.191487323730799,1
0.5,2,1e-04,6,"ASC2_income",0,-0.018207180953066,1
0.5,2,1e-04,6,"ASC2_child",0,-0.0201439824096472,1
0.5,2,1e-04,6,"ASC3_male",0,0.0207762014405501,1
0.5,2,1e-04,6,"ASC3_age",0,-0.0993193353984702,1
0.5,2,1e-04,6,"ASC3_income",0,-0.0371906008250541,1
0.5,2,1e-04,6,"ASC3_child",1.2,0.55541141855973,1
0.5,2,1e-04,6,"prot25_male",-0.4,-0.333937316570043,1
0.5,2,1e-04,6,"prot25_age",-0.3,-2.27242596791821e-09,0
0.5,2,1e-04,6,"prot25_income",0,-0.035083369574502,1
0.5,2,1e-04,6,"prot25_child",0,1.98808654558466e-08,0
0.5,2,1e-04,6,"prot50_male",0,0.0974757866301816,1
0.5,2,1e-04,6,"prot50_age",-1.1,-0.449824275775903,1
0.5,2,1e-04,6,"prot50_income",-0.2,-0.0791375698350898,1
0.5,2,1e-04,6,"prot50_child",-0.2,-0.0484229715104711,1
0.5,2,1e-04,6,"invasive_male",0,0.0313828950462849,1
0.5,2,1e-04,6,"invasive_age",1,0.52222947627819,1
0.5,2,1e-04,6,"invasive_income",0,-0.0151683293005182,1
0.5,2,1e-04,6,"invasive_child",0.9,0.594432894976621,1
0.5,2,1e-04,7,"ASC2_male",0.8,0.271111314483094,1
0.5,2,1e-04,7,"ASC2_age",0,-0.0712584153298038,1
0.5,2,1e-04,7,"ASC2_income",0,0.0333444249288847,1
0.5,2,1e-04,7,"ASC2_child",1.2,0.656141968709084,1
0.5,2,1e-04,7,"ASC3_male",-0.7,-0.414784601007159,1
0.5,2,1e-04,7,"ASC3_age",0,-2.77706229110652e-07,0
0.5,2,1e-04,7,"ASC3_income",0,0.0451525408341539,1
0.5,2,1e-04,7,"ASC3_child",-1,-0.331208473920026,1
0.5,2,1e-04,7,"prot25_male",1.2,0.670247393666518,1
0.5,2,1e-04,7,"prot25_age",0.8,0.476508178477858,1
0.5,2,1e-04,7,"prot25_income",0,-2.65710012620855e-07,0
0.5,2,1e-04,7,"prot25_child",0.7,0.229574544843864,1
0.5,2,1e-04,7,"prot50_male",0,0.0219468295253614,1
0.5,2,1e-04,7,"prot50_age",-0.4,-0.12261281903564,1
