"Alpha","Iteration","ASC2_male","ASC3_age","cost_income","prot25_child","prot50_child","invasive_child"
1,1,1.28463871610539e-05,0.601388636728241,0.799907344132768,1.02672413080491,-0.000952520478985422,1.58020928953911e-05
1,2,-0.000110040772952823,1.11380064098449,0.0340484875720037,0.403913563274715,0.97166074917164,-0.0718032732326599
1,3,0.0230843619633217,-0.846253807937443,0.00821397197654481,-0.191379875851289,0.497169510723147,-5.97668080543797e-06
1,4,-1.16054574906472e-06,0.393196390312914,-0.430030355231562,0.97251792293471,0.177575974961666,-0.0222551985809356
1,5,1.13954541004355,0.00670699781149087,-0.0022676681865043,-0.212144390038787,-0.51794980138892,-0.594652702127807
1,6,0.825856661628251,-0.039499388350884,-0.75427170494501,0.00484683433915583,0.0550405291993514,-0.83386692050299
1,7,0.185879504325571,0.434004894595712,-0.725383614497841,5.01734494092976e-05,-3.00260814281251e-07,0.516594096288201
1,8,-0.663053792079935,0.0112074702999844,1.21322485656692,-0.659140742013238,0.157128523340053,1.94043848896973e-05
1,9,0.80454591207401,0.65616736951578,-1.10107244900854,0.00613468347373781,-1.58996206539423e-05,-0.254032285241101
1,10,-0.679514446882006,0.410397148433781,0.035337885716927,0.65555118189096,0.034947345375312,-0.209988815925362
1,11,0.0751096082260923,0.784888381140748,0.539102038903083,0.000299085319219888,-0.0192441361092459,-0.663274469343174
1,12,-0.0296027622313709,-0.968576293178064,3.77437152986684e-06,-0.0265875182188888,0.740069907523882,0.98358024585526
1,13,-0.894013047734365,0.00415072067718737,0.103680012986002,1.23015814241636,-0.385294055546512,0.0214719435217512
1,14,-0.794473530836275,-1.20049253976499,0.054053168580002,-0.0500288665272939,-0.0690255419879887,0.479531471828286
1,15,-0.564053937495475,-0.0173451507271744,0.704426362368272,2.56582711699539e-05,0.268931862228842,-0.0494537402922197
1,16,0.109142693183832,0.929305386316422,-0.0469223545244415,-0.609721892707033,0.660837186405941,1.58438213425096e-05
1,17,-1.01196526622952,0.0982059537341114,-0.0791962338965874,-0.882976378709178,0.079752702427284,-0.797630081150833
1,18,0.997865210314649,-0.703788076011084,0.00339961968817127,-0.00282026962124686,-0.677608777390338,0.000164384151003473
