"Alpha","Iteration","ASC2_male","ASC3_age","cost_income","prot25_child","prot50_child","invasive_child"
1,1,-0.0654227258279323,0.502109049014322,0.89974851742926,0.344059171282658,-1.25049607745261e-05,-3.79789618012518e-05
1,2,-7.41433877294364e-05,0.631959356168395,-0.0373224047493208,0.000156296634433188,0.0996469735396447,-2.77724642634461e-05
1,3,0.133517317238953,-0.812776911049844,-0.124192734907734,0.120536894690979,0.329455208125504,-2.90609793404797e-06
1,4,-0.148438480213687,0.376350057820068,-0.302450644451883,0.742668929665706,0.00322221366129656,0.00185644932614941
1,5,0.922590219604058,-0.199732604844754,-0.0294021350327107,0.429307296357772,-0.365004547617877,0.131033772009166
1,6,0.38518813471909,-0.348849015628883,-0.835338350310727,-0.01851255576088,0.542843111602218,-0.432844063920924
1,7,3.12529678062487e-06,0.394396207697325,-0.413176227452625,0.132275536107154,1.77087200292014e-05,2.35075480090615e-06
1,8,-0.0303799317539032,0.00013845012985715,1.14301409890515,-1.1102144498973,0.0474054463431482,-1.16414564341713e-05
1,9,0.721996177831624,0.805674358127425,-1.3449610422915,0.758059862822321,0.833911862263818,-2.90583413446098e-05
1,10,-0.766927543961963,0.374229079271337,0.0313039888575788,0.732497482922243,0.153676488465795,-0.595949691145153
1,11,0.208968527796612,0.797765358808408,0.458326001354437,-2.68888982810442e-06,0.0273829858939812,-0.511092270121041
1,12,0.00584448166954689,-1.12794499720419,-0.0311511500119087,-0.0463761825511177,1.79586888398763,0.90290871335507
1,13,-0.625589391816846,0.139045577906969,0.0777581935203416,1.12670430508996,-0.19766503385113,0.270046521233169
1,14,-0.792997454403368,-1.09154966672984,0.0367157549809701,0.0391596786528186,-0.269929319799694,0.1034651726909
1,15,-0.251912794321327,-3.0887640590054e-08,0.511910971794298,-5.50570627459059e-07,0.156116759330406,-0.000714377805280333
1,16,0.0128649104984871,1.09590090163279,-0.1234080955999,-0.889028197679555,0.0492803539639552,0.083150213520115
1,17,-0.804989052310444,0.229280328744013,-0.0510385698607937,-1.4780935064632,3.63467889134691e-05,-1.18557510079592
1,18,1.67852736794417,-0.777519286555845,0.0527480605348413,0.151404612324281,-0.533311471434028,-0.0045649912235129
1,19,0.286426223926328,-0.00211685024597848,0.668556772530253,0.14133523381807,-0.0187751726861386,1.12514877770362
1,20,0.023371343451476,-0.0699570057694763,0.104626459663678,0.167825369792084,0.17503376549919,-0.241578293205781
1,21,-0.725217072003275,0.114829688187918,0.492943527055354,0.0141599472940596,-1.02036698920366,0.0627769222612223
1,22,0.59599996891304,0.809648569587563,0.0321584284392733,-0.204096567101737,-0.108137933111912,-0.139172805929231
1,23,-1.28397631925191,-0.492215066527566,0.791318771272192,0.192580994826978,-0.000651116041855951,0.733581792308433
1,24,-0.617199147821376,-0.121132293206163,-0.0873228948673564,-0.0834542188951442,-0.199000891038686,1.04435862503884
1,25,0.0945492360191602,-0.722388587948178,-0.00725155716805837,1.49093515488918e-05,0.105903123245384,0.00168886663740386
1,26,1.70030656575003e-06,0.78852723363271,-0.650152194931246,-0.0545245975647274,1.02296100935278,-0.348833776910587
1,27,4.78518019288504e-07,0.710290069922285,-6.7624525559493e-06,1.37867223487354,-0.0791574310930506,0.0939504140535435
1,28,0.0238967883118544,-0.0783252954148404,-0.382598905366711,7.28732123719492e-07,-0.140346353664013,-0.338612629578472
1,29,-0.16536900032543,0.0829739897010775,0.593538900034426,0.205345577386232,0.282309703462478,0.94833493400684
1,30,0.102860546715745,0.0673363233731729,0.991073013861078,1.68287167131934,1.25295783548156,0.149625133671616
1,31,0.100530114584067,-0.494382664390065,0.00865637590220605,0.171207142750715,-0.353677002224106,1.13071332706884
1,32,-0.22951843838669,-0.899810714204198,0.71804702541261,9.18868962899584e-05,-0.738672271997817,0.262824461015057
1,33,0.465118722344833,0.385721880925713,0.0572072869398365,-1.19301483337189,-2.05772540023611e-05,-8.92778658063219e-06
1,34,2.1555998604253e-06,4.37912608697351e-07,0.132498643813628,0.184036884641626,-2.34353427344548e-06,0.972910335231213
1,35,-1.069567725531,0.0925707827694472,0.790986153199074,0.810106142692229,-0.000280492241860617,2.4233389825869e-05
1,36,-0.0564241682668353,-1.01010747391302,-0.00503279600458555,0.000985788962626385,0.198077400267998,-8.13884410087512e-05
1,37,0.12636038588346,0.615956862873266,0.638052680153654,-0.523658120354131,-6.21590373061421e-05,-7.71490806643625e-05
1,38,0.795955179855129,-0.143443207143455,-0.0181335514491686,0.638959455477607,0.450241119288383,0.149791540916399
1,39,-0.159349317528644,0.00978742606362584,1.02144584832423,0.792499653402493,0.228350316570158,0.520921465859665
1,40,1.36503101953731e-06,1.40359518765955e-05,-0.560351050046375,0.0575411361503929,-0.146129529981841,0.000268079525696805
1,41,3.57839627430263e-05,0.787122425475069,-0.766401718616651,0.136962802761799,-0.420579569912356,0.00995384689760124
1,42,-0.334726644753369,0.845349161445725,0.0914165619067801,0.739826839019156,9.43816318959505e-06,4.49784136445578e-07
1,43,-2.04578813058637e-06,-1.03174384250247,-0.0250072242769394,1.06134811748569,-0.207760463747053,0.150834993188989
1,44,0.326788388684005,-0.146719896058362,-0.1196169667171,-1.61374117428278,-0.44880752020352,-0.533817449696225
1,45,1.10596760341254e-07,0.0260231696763461,0.402874814073505,-0.508886298351047,0.649669416645618,0.0057015160415025
1,46,-0.682171763459756,-0.86182830755043,0.109454758630787,0.0623338028250269,0.000230529138372271,-0.186468199516378
1,47,0.743652847633803,0.570343479576908,0.020067141380569,-0.368809020271269,-4.41169090832041e-05,0.177187529270798
1,48,-1.62569785041273,-0.000401757071988369,-0.109018874530404,-0.995062304544246,1.19835095878544,-6.10083002311988e-06
1,49,-0.0438213276395114,-0.0489213496876869,0.991482940547874,-0.654245105061137,0.000764655633642583,-0.181425082090058
1,50,-1.01769246158385,-0.00526097221632658,-0.999949843782497,0.0210687844861667,0.655148272889705,5.11823648145576e-08
