"Alpha","Iteration","BestLambda"
1,223,0.0339526919761953
1,224,0.0138518873140216
1,225,0.0531565572177533
1,226,0.0531565572177533
1,227,0.0531565572177533
1,228,0.0216866056187211
1,229,0.0531565572177533
1,230,0.0531565572177533
1,231,0.0531565572177533
1,232,0.0339526919761953
1,233,0.0531565572177533
1,234,0.0339526919761953
1,235,0.0531565572177533
1,236,0.0216866056187211
1,237,0.0531565572177533
1,238,0.0531565572177533
1,239,0.0339526919761953
1,240,0.0531565572177533
1,241,0.0531565572177533
1,242,0.0531565572177533
1,243,0.0339526919761953
1,244,0.00884761707450966
1,245,0.0339526919761953
1,246,0.0832222545777919
1,247,0.0138518873140216
1,248,0.0216866056187211
1,249,0.0531565572177533
1,250,0.0216866056187211
