"Alpha","NoiseScale","Threshold","Iteration","Interaction","TrueBeta","Estimate","Detected"
0.5,2,1e-04,1,"ASC2_male",0.9,0.264341356540795,1
0.5,2,1e-04,1,"ASC2_age",0.3,0.130425509208586,1
0.5,2,1e-04,1,"ASC2_income",0,-4.43741525730899e-06,0
0.5,2,1e-04,1,"ASC2_child",0,-9.11647860281576e-09,0
0.5,2,1e-04,1,"ASC3_male",-1.1,-0.51077464489818,1
0.5,2,1e-04,1,"ASC3_age",0,0.0951592743539359,1
0.5,2,1e-04,1,"ASC3_income",0.8,0.374647784407827,1
0.5,2,1e-04,1,"ASC3_child",0,0.159262176378665,1
0.5,2,1e-04,1,"prot25_male",1.2,0.497044936352841,1
0.5,2,1e-04,1,"prot25_age",0.7,0.362553475319765,1
0.5,2,1e-04,1,"prot25_income",0,-8.25937606225612e-09,0
0.5,2,1e-04,1,"prot25_child",1.1,0.574442977939616,1
0.5,2,1e-04,1,"prot50_male",0,0.0178114945563815,1
0.5,2,1e-04,1,"prot50_age",0,0.025192479570718,1
0.5,2,1e-04,1,"prot50_income",-1.2,-0.598175775282905,1
0.5,2,1e-04,1,"prot50_child",1.1,0.515847749468955,1
0.5,2,1e-04,1,"invasive_male",0,-0.117379185681285,1
0.5,2,1e-04,1,"invasive_age",-0.6,-0.252168348793858,1
0.5,2,1e-04,1,"invasive_income",0,-0.0604353362151203,1
0.5,2,1e-04,1,"invasive_child",0,-2.48356559639565e-08,0
0.5,2,1e-04,2,"ASC2_male",0,-0.106240238634887,1
0.5,2,1e-04,2,"ASC2_age",0.1,2.67834835890683e-05,0
0.5,2,1e-04,2,"ASC2_income",0.7,0.347635214378002,1
0.5,2,1e-04,2,"ASC2_child",-0.4,-0.121949156219629,1
0.5,2,1e-04,2,"ASC3_male",0,-0.000887219042213388,1
0.5,2,1e-04,2,"ASC3_age",0.4,-1.90722838929834e-07,0
0.5,2,1e-04,2,"ASC3_income",-0.8,-0.308884833406559,1
0.5,2,1e-04,2,"ASC3_child",0,-4.44578010670081e-08,0
0.5,2,1e-04,2,"prot25_male",0.5,0.39088911206626,1
0.5,2,1e-04,2,"prot25_age",0.8,0.470898097017705,1
0.5,2,1e-04,2,"prot25_income",0,0.0277476285546035,1
0.5,2,1e-04,2,"prot25_child",0,-3.4463275595351e-09,0
0.5,2,1e-04,2,"prot50_male",0,-1.83118139604428e-09,0
0.5,2,1e-04,2,"prot50_age",0,0.128825454728548,1
0.5,2,1e-04,2,"prot50_income",0,-1.26189460695711e-08,0
0.5,2,1e-04,2,"prot50_child",0,0.113302945001629,1
0.5,2,1e-04,2,"invasive_male",1,0.273441575448175,1
0.5,2,1e-04,2,"invasive_age",-0.1,-0.165421682234981,1
0.5,2,1e-04,2,"invasive_income",0,0.0204973709366199,1
0.5,2,1e-04,2,"invasive_child",-0.6,-0.300813758140497,1
0.5,2,1e-04,3,"ASC2_male",-0.9,-0.120840317656608,1
0.5,2,1e-04,3,"ASC2_age",-0.4,-0.208981832137451,1
0.5,2,1e-04,3,"ASC2_income",0,-7.56702716685069e-08,0
0.5,2,1e-04,3,"ASC2_child",0,-0.25822600992346,1
0.5,2,1e-04,3,"ASC3_male",-0.7,-0.160527694082229,1
0.5,2,1e-04,3,"ASC3_age",0,-8.01910780896807e-07,0
0.5,2,1e-04,3,"ASC3_income",0,-9.38204091364768e-10,0
0.5,2,1e-04,3,"ASC3_child",1,0.369516550153534,1
0.5,2,1e-04,3,"prot25_male",0,-1.77480401594335e-08,0
0.5,2,1e-04,3,"prot25_age",0,-2.40581675719843e-10,0
0.5,2,1e-04,3,"prot25_income",0,0.0441849096691736,1
0.5,2,1e-04,3,"prot25_child",0,0.0424277742320618,1
0.5,2,1e-04,3,"prot50_male",0.7,0.205515112345786,1
0.5,2,1e-04,3,"prot50_age",-0.2,-2.62929269502229e-08,0
0.5,2,1e-04,3,"prot50_income",-1,-0.501932932197714,1
0.5,2,1e-04,3,"prot50_child",-0.8,-0.001492712793479,1
0.5,2,1e-04,3,"invasive_male",0,1.69713196254841e-08,0
0.5,2,1e-04,3,"invasive_age",0,0.0250209131985142,1
0.5,2,1e-04,3,"invasive_income",-1.2,-0.536383904340859,1
0.5,2,1e-04,3,"invasive_child",1,0.306125813354867,1
0.5,2,1e-04,4,"ASC2_male",0,0.238031733871623,1
0.5,2,1e-04,4,"ASC2_age",-0.1,0.0591320307694552,1
0.5,2,1e-04,4,"ASC2_income",0,0.0226319151821373,1
0.5,2,1e-04,4,"ASC2_child",-0.6,-0.426159092171509,1
0.5,2,1e-04,4,"ASC3_male",0,1.13217584283878e-07,0
0.5,2,1e-04,4,"ASC3_age",1,0.563442308154632,1
0.5,2,1e-04,4,"ASC3_income",0,0.0488823517602096,1
0.5,2,1e-04,4,"ASC3_child",0,0.0889368712348258,1
0.5,2,1e-04,4,"prot25_male",0,0.0713235342724278,1
0.5,2,1e-04,4,"prot25_age",-0.5,-0.288500719421056,1
0.5,2,1e-04,4,"prot25_income",0,-0.0672845865579666,1
0.5,2,1e-04,4,"prot25_child",0,0.070697826758046,1
0.5,2,1e-04,4,"prot50_male",0.1,0.101921844240123,1
0.5,2,1e-04,4,"prot50_age",1,0.653699211905381,1
0.5,2,1e-04,4,"prot50_income",0,-9.46404232313433e-09,0
0.5,2,1e-04,4,"prot50_child",-1,-0.234547570434321,1
0.5,2,1e-04,4,"invasive_male",-1,-0.48789855819528,1
0.5,2,1e-04,4,"invasive_age",-0.9,-0.34484002189241,1
0.5,2,1e-04,4,"invasive_income",-0.3,-0.232080372460105,1
0.5,2,1e-04,4,"invasive_child",0,-1.09209877556804e-08,0
0.5,2,1e-04,5,"ASC2_male",0,5.95289517301554e-10,0
0.5,2,1e-04,5,"ASC2_age",0.7,0.405519994767146,1
0.5,2,1e-04,5,"ASC2_income",-0.4,-0.371200210715084,1
0.5,2,1e-04,5,"ASC2_child",-0.3,-1.44717639392232e-08,0
0.5,2,1e-04,5,"ASC3_male",0,-0.0327104486626086,1
0.5,2,1e-04,5,"ASC3_age",0,0.028172793714129,1
