"Alpha","NoiseScale","Threshold","TrueStatus","Predicted","Count"
0.5,6,1e-04,"Induced","Detected",545
0.5,6,1e-04,"Induced","Not Detected",455
0.5,6,1e-04,"Not Induced","Detected",370
0.5,6,1e-04,"Not Induced","Not Detected",630
0.5,6,0.001,"Induced","Detected",536
0.5,6,0.001,"Induced","Not Detected",464
0.5,6,0.001,"Not Induced","Detected",359
0.5,6,0.001,"Not Induced","Not Detected",641
0.5,6,0.01,"Induced","Detected",499
0.5,6,0.01,"Induced","Not Detected",501
0.5,6,0.01,"Not Induced","Detected",320
0.5,6,0.01,"Not Induced","Not Detected",680
0.5,6,0.05,"Induced","Detected",364
0.5,6,0.05,"Induced","Not Detected",636
0.5,6,0.05,"Not Induced","Detected",166
0.5,6,0.05,"Not Induced","Not Detected",834
0.5,6,0.1,"Induced","Detected",220
0.5,6,0.1,"Induced","Not Detected",780
0.5,6,0.1,"Not Induced","Detected",58
0.5,6,0.1,"Not Induced","Not Detected",942
0.5,6,0.5,"Induced","Detected",0
0.5,6,0.5,"Induced","Not Detected",1000
0.5,6,0.5,"Not Induced","Detected",0
0.5,6,0.5,"Not Induced","Not Detected",1000
