"Alpha","NoiseScale","Threshold","Iteration","Interaction","TrueBeta","Estimate","Detected"
1,1.5,1e-04,1,"ASC2_male",0,-1.11208832514204e-10,0
1,1.5,1e-04,1,"ASC2_age",0.6,0.114530856042962,1
1,1.5,1e-04,1,"ASC2_income",0,-0.0107822507312804,1
1,1.5,1e-04,1,"ASC2_child",0,-7.92435699399634e-08,0
1,1.5,1e-04,1,"ASC3_male",0,-2.30568245220629e-08,0
1,1.5,1e-04,1,"ASC3_age",-1,-0.550678761571277,1
1,1.5,1e-04,1,"ASC3_income",0,5.17292198358288e-08,0
1,1.5,1e-04,1,"ASC3_child",0.2,-4.22118668137097e-08,0
1,1.5,1e-04,1,"prot25_male",0,-5.86521627978121e-09,0
1,1.5,1e-04,1,"prot25_age",-1,-0.553194636656235,1
1,1.5,1e-04,1,"prot25_income",0,-1.67090509090538e-08,0
1,1.5,1e-04,1,"prot25_child",1.1,0.235594875842893,1
1,1.5,1e-04,1,"prot50_male",-0.2,-2.30102438616633e-08,0
1,1.5,1e-04,1,"prot50_age",0.5,0.204294890486493,1
1,1.5,1e-04,1,"prot50_income",0.6,0.425528358254532,1
1,1.5,1e-04,1,"prot50_child",0,-9.5540565205535e-09,0
1,1.5,1e-04,1,"invasive_male",-0.2,-7.85547344535075e-09,0
1,1.5,1e-04,1,"invasive_age",0,-7.70306173259035e-09,0
1,1.5,1e-04,1,"invasive_income",-0.3,-9.35105868850184e-09,0
1,1.5,1e-04,1,"invasive_child",0,-1.27930592523321e-08,0
1,1.5,1e-04,2,"ASC2_male",0.2,-2.80813028319836e-09,0
1,1.5,1e-04,2,"ASC2_age",0,-3.28082196475968e-08,0
1,1.5,1e-04,2,"ASC2_income",0.2,-0.049012250301108,1
1,1.5,1e-04,2,"ASC2_child",0,0.193397900183181,1
1,1.5,1e-04,2,"ASC3_male",-0.2,-1.34815186887026e-08,0
1,1.5,1e-04,2,"ASC3_age",0,-3.24302333689019e-08,0
