"Alpha","NoiseScale","Threshold","Iteration","Interaction","TrueBeta","Estimate","Detected"
1,2.5,1e-04,1,"ASC2_male",0,-7.29818978217173e-08,0
1,2.5,1e-04,1,"ASC2_age",0.6,0.241647505884533,1
1,2.5,1e-04,1,"ASC2_income",0,0.00260915232622571,1
1,2.5,1e-04,1,"ASC2_child",0,5.53664326711796e-08,0
1,2.5,1e-04,1,"ASC3_male",0,2.30253339770635e-06,0
1,2.5,1e-04,1,"ASC3_age",-1,-0.404693403188612,1
1,2.5,1e-04,1,"ASC3_income",0,4.53120680111668e-07,0
1,2.5,1e-04,1,"ASC3_child",0.2,8.31755629890954e-06,0
1,2.5,1e-04,1,"prot25_male",0,1.98520906605931e-06,0
1,2.5,1e-04,1,"prot25_age",-1,-0.380054489761319,1
1,2.5,1e-04,1,"prot25_income",0,-0.033683336684739,1
1,2.5,1e-04,1,"prot25_child",1.1,0.487759664648148,1
1,2.5,1e-04,1,"prot50_male",-0.2,-2.17172272948745e-07,0
1,2.5,1e-04,1,"prot50_age",0.5,0.142461601750908,1
1,2.5,1e-04,1,"prot50_income",0.6,0.162791854937322,1
1,2.5,1e-04,1,"prot50_child",0,4.03100267786958e-07,0
1,2.5,1e-04,1,"invasive_male",-0.2,-8.76212299477155e-07,0
1,2.5,1e-04,1,"invasive_age",0,-0.0886624775039341,1
1,2.5,1e-04,1,"invasive_income",-0.3,-0.130080852421149,1
1,2.5,1e-04,1,"invasive_child",0,-8.13825843359542e-07,0
1,2.5,1e-04,2,"ASC2_male",0.2,-5.56418096716324e-09,0
1,2.5,1e-04,2,"ASC2_age",0,-0.0919865789818506,1
1,2.5,1e-04,2,"ASC2_income",0.2,0.1205702635297,1
1,2.5,1e-04,2,"ASC2_child",0,-0.126506840290115,1
1,2.5,1e-04,2,"ASC3_male",-0.2,-0.128468443690373,1
1,2.5,1e-04,2,"ASC3_age",0,-0.058173942390096,1
1,2.5,1e-04,2,"ASC3_income",0.9,0.395166871545467,1
1,2.5,1e-04,2,"ASC3_child",0,4.98769867734625e-07,0
1,2.5,1e-04,2,"prot25_male",0,-0.235408340210117,1
1,2.5,1e-04,2,"prot25_age",-0.4,-0.108304998785329,1
1,2.5,1e-04,2,"prot25_income",0,9.28161931211236e-08,0
1,2.5,1e-04,2,"prot25_child",-0.9,-0.311287864797888,1
1,2.5,1e-04,2,"prot50_male",0,6.13003753023019e-07,0
1,2.5,1e-04,2,"prot50_age",-1,-0.315544501567837,1
1,2.5,1e-04,2,"prot50_income",0,0.00300837788589981,1
1,2.5,1e-04,2,"prot50_child",0,0.0601931469431174,1
1,2.5,1e-04,2,"invasive_male",0.7,0.299302529271379,1
1,2.5,1e-04,2,"invasive_age",0,-0.0469322061734496,1
1,2.5,1e-04,2,"invasive_income",-0.2,-0.0955480642005217,1
1,2.5,1e-04,2,"invasive_child",-1,-0.32967478994975,1
1,2.5,1e-04,3,"ASC2_male",0,-4.67372949755458e-09,0
1,2.5,1e-04,3,"ASC2_age",0.4,0.0338784270090467,1
1,2.5,1e-04,3,"ASC2_income",-0.7,-0.199166808555,1
1,2.5,1e-04,3,"ASC2_child",0,-9.19580356835407e-09,0
1,2.5,1e-04,3,"ASC3_male",0,-1.17451652858755e-08,0
1,2.5,1e-04,3,"ASC3_age",0,-0.109798882243529,1
1,2.5,1e-04,3,"ASC3_income",0,-6.08781763693298e-08,0
1,2.5,1e-04,3,"ASC3_child",0,4.9669230686192e-09,0
1,2.5,1e-04,3,"prot25_male",0.3,-1.10403043507834e-07,0
1,2.5,1e-04,3,"prot25_age",-0.9,-0.246661823699933,1
1,2.5,1e-04,3,"prot25_income",0,-3.80112751409235e-09,0
1,2.5,1e-04,3,"prot25_child",-0.3,-2.27286249633291e-09,0
1,2.5,1e-04,3,"prot50_male",0,0.162862714871957,1
1,2.5,1e-04,3,"prot50_age",0,-1.07294103788381e-08,0
1,2.5,1e-04,3,"prot50_income",0.2,5.34218783932828e-09,0
1,2.5,1e-04,3,"prot50_child",0,-3.59201477523291e-09,0
1,2.5,1e-04,3,"invasive_male",-0.4,-0.0590777952867429,1
1,2.5,1e-04,3,"invasive_age",1,0.246123434949679,1
1,2.5,1e-04,3,"invasive_income",1.1,0.282437755279902,1
1,2.5,1e-04,3,"invasive_child",1,0.317307657607217,1
1,2.5,1e-04,4,"ASC2_male",0,1.00507081140879e-07,0
1,2.5,1e-04,4,"ASC2_age",0.7,0.233435558814409,1
1,2.5,1e-04,4,"ASC2_income",0.6,0.425129327255387,1
1,2.5,1e-04,4,"ASC2_child",1,0.389679048822005,1
1,2.5,1e-04,4,"ASC3_male",0,-0.00962310351443087,1
1,2.5,1e-04,4,"ASC3_age",0,-0.0916192599500823,1
