"Alpha","NoiseScale","Threshold","Iteration","Interaction","TrueBeta","Estimate","Detected"
1,4,1e-04,1,"ASC2_male",0.9,-0.567267408073485,1
1,4,1e-04,1,"ASC2_age",0.3,0.232459107791332,1
1,4,1e-04,1,"ASC2_income",0,0.00698589915405341,1
1,4,1e-04,1,"ASC2_child",0,-0.67048160599516,1
1,4,1e-04,1,"ASC3_male",-1.1,-0.711005227524994,1
1,4,1e-04,1,"ASC3_age",0,0.226660854952165,1
1,4,1e-04,1,"ASC3_income",0.8,0.068907839977589,1
1,4,1e-04,1,"ASC3_child",0,-0.775683171834101,1
1,4,1e-04,1,"prot25_male",1.2,0.662967446483299,1
1,4,1e-04,1,"prot25_age",0.7,-0.276413327399199,1
1,4,1e-04,1,"prot25_income",0,0.129591252847759,1
1,4,1e-04,1,"prot25_child",1.1,0.250409300055261,1
1,4,1e-04,1,"prot50_male",0,0.608759854586214,1
1,4,1e-04,1,"prot50_age",0,-0.426009858588677,1
1,4,1e-04,1,"prot50_income",-1.2,-0.149445816932059,1
1,4,1e-04,1,"prot50_child",1.1,0.490259519033145,1
1,4,1e-04,1,"invasive_male",0,0.0968593233376562,1
1,4,1e-04,1,"invasive_age",-0.6,-0.241587292845503,1
1,4,1e-04,1,"invasive_income",0,0.104620594720967,1
1,4,1e-04,1,"invasive_child",0,-0.593390324870609,1
1,4,1e-04,2,"ASC2_male",0,0.356380549468838,1
1,4,1e-04,2,"ASC2_age",0.1,0.0397719519175769,1
1,4,1e-04,2,"ASC2_income",0.7,0.367802549211238,1
1,4,1e-04,2,"ASC2_child",-0.4,-0.794066461777525,1
1,4,1e-04,2,"ASC3_male",0,0.466416709479275,1
1,4,1e-04,2,"ASC3_age",0.4,0.118893766626432,1
1,4,1e-04,2,"ASC3_income",-0.8,-0.0891235408723916,1
1,4,1e-04,2,"ASC3_child",0,-0.821535223819299,1
1,4,1e-04,2,"prot25_male",0.5,0.125568290483811,1
1,4,1e-04,2,"prot25_age",0.8,0.376055639779452,1
1,4,1e-04,2,"prot25_income",0,-0.339500493867613,1
1,4,1e-04,2,"prot25_child",0,-0.00826597441445661,1
1,4,1e-04,2,"prot50_male",0,-0.0691354135267524,1
1,4,1e-04,2,"prot50_age",0,-0.0350568449293243,1
1,4,1e-04,2,"prot50_income",0,-0.375617577899031,1
1,4,1e-04,2,"prot50_child",0,-0.0863722132209323,1
1,4,1e-04,2,"invasive_male",1,0.0567877829615999,1
1,4,1e-04,2,"invasive_age",-0.1,0.0375861018997362,1
1,4,1e-04,2,"invasive_income",0,0.131006752785393,1
1,4,1e-04,2,"invasive_child",-0.6,-0.223250178633002,1
1,4,1e-04,3,"ASC2_male",-0.9,0.0814768237800402,1
1,4,1e-04,3,"ASC2_age",-0.4,-0.12529344857942,1
1,4,1e-04,3,"ASC2_income",0,-0.449960213228997,1
1,4,1e-04,3,"ASC2_child",0,-0.622689918662582,1
1,4,1e-04,3,"ASC3_male",-0.7,-0.364685506864925,1
1,4,1e-04,3,"ASC3_age",0,-0.107174573302105,1
1,4,1e-04,3,"ASC3_income",0,-0.364445349890291,1
1,4,1e-04,3,"ASC3_child",1,0.219679295687708,1
1,4,1e-04,3,"prot25_male",0,0.200697814834425,1
1,4,1e-04,3,"prot25_age",0,0.373490469047688,1
1,4,1e-04,3,"prot25_income",0,0.456437495600755,1
1,4,1e-04,3,"prot25_child",0,0.250512053841675,1
1,4,1e-04,3,"prot50_male",0.7,0.527721996353363,1
1,4,1e-04,3,"prot50_age",-0.2,0.184607991280434,1
1,4,1e-04,3,"prot50_income",-1,-0.0555347678942566,1
1,4,1e-04,3,"prot50_child",-0.8,-0.260150129747138,1
1,4,1e-04,3,"invasive_male",0,0.25694518171424,1
1,4,1e-04,3,"invasive_age",0,-0.0388580937625157,1
1,4,1e-04,3,"invasive_income",-1.2,-0.275644280914773,1
1,4,1e-04,3,"invasive_child",1,-0.140065581101692,1
1,4,1e-04,4,"ASC2_male",0,0.552136527733942,1
1,4,1e-04,4,"ASC2_age",-0.1,0.336932932293125,1
1,4,1e-04,4,"ASC2_income",0,-0.558462351573447,1
1,4,1e-04,4,"ASC2_child",-0.6,-0.822831992430992,1
1,4,1e-04,4,"ASC3_male",0,0.272861128393065,1
1,4,1e-04,4,"ASC3_age",1,0.780543345942482,1
1,4,1e-04,4,"ASC3_income",0,-0.679807536447679,1
1,4,1e-04,4,"ASC3_child",0,-0.723816176207257,1
1,4,1e-04,4,"prot25_male",0,-1.1001732711072,1
1,4,1e-04,4,"prot25_age",-0.5,-0.488444507150404,1
1,4,1e-04,4,"prot25_income",0,0.406529029649997,1
1,4,1e-04,4,"prot25_child",0,0.00652434477731129,1
1,4,1e-04,4,"prot50_male",0.1,-0.700267281829395,1
1,4,1e-04,4,"prot50_age",1,0.0763888797748385,1
1,4,1e-04,4,"prot50_income",0,0.438253695463203,1
1,4,1e-04,4,"prot50_child",-1,-0.150039832861019,1
1,4,1e-04,4,"invasive_male",-1,-0.543651929957693,1
1,4,1e-04,4,"invasive_age",-0.9,-0.191857177726588,1
1,4,1e-04,4,"invasive_income",-0.3,-0.561611478237405,1
1,4,1e-04,4,"invasive_child",0,-0.393588776381465,1
1,4,1e-04,5,"ASC2_male",0,0.116426354106735,1
1,4,1e-04,5,"ASC2_age",0.7,0.238690435351702,1
1,4,1e-04,5,"ASC2_income",-0.4,-0.351389555679656,1
1,4,1e-04,5,"ASC2_child",-0.3,0.807379512080717,1
1,4,1e-04,5,"ASC3_male",0,0.0334462905331343,1
1,4,1e-04,5,"ASC3_age",0,-0.324691521258187,1
1,4,1e-04,5,"ASC3_income",0.9,0.298729218319493,1
1,4,1e-04,5,"ASC3_child",-0.6,1.02542620190327,1
1,4,1e-04,5,"prot25_male",0.9,0.710088508315862,1
1,4,1e-04,5,"prot25_age",0,-0.142514214185355,1
1,4,1e-04,5,"prot25_income",-0.3,-0.257927751381988,1
1,4,1e-04,5,"prot25_child",0,-0.504798936480185,1
1,4,1e-04,5,"prot50_male",0.4,0.0832036012804655,1
1,4,1e-04,5,"prot50_age",0,0.26324171341951,1
1,4,1e-04,5,"prot50_income",0.5,0.191898434738706,1
1,4,1e-04,5,"prot50_child",0,-0.12359668691107,1
