"Alpha","NoiseScale","Threshold","TrueStatus","Predicted","Count"
1,1.5,1e-04,"Induced","Detected",1000
1,1.5,1e-04,"Induced","Not Detected",0
1,1.5,1e-04,"Not Induced","Detected",995
1,1.5,1e-04,"Not Induced","Not Detected",5
1,1.5,0.001,"Induced","Detected",1000
1,1.5,0.001,"Induced","Not Detected",0
1,1.5,0.001,"Not Induced","Detected",981
1,1.5,0.001,"Not Induced","Not Detected",19
1,1.5,0.01,"Induced","Detected",993
1,1.5,0.01,"Induced","Not Detected",7
1,1.5,0.01,"Not Induced","Detected",888
1,1.5,0.01,"Not Induced","Not Detected",112
1,1.5,0.05,"Induced","Detected",968
1,1.5,0.05,"Induced","Not Detected",32
1,1.5,0.05,"Not Induced","Detected",522
1,1.5,0.05,"Not Induced","Not Detected",478
1,1.5,0.1,"Induced","Detected",928
1,1.5,0.1,"Induced","Not Detected",72
1,1.5,0.1,"Not Induced","Detected",206
1,1.5,0.1,"Not Induced","Not Detected",794
1,1.5,0.5,"Induced","Detected",405
1,1.5,0.5,"Induced","Not Detected",595
1,1.5,0.5,"Not Induced","Detected",0
1,1.5,0.5,"Not Induced","Not Detected",1000
