"Alpha","NoiseScale","Threshold","Iteration","Interaction","TrueBeta","Estimate","Detected"
1,1.5,1e-04,1,"ASC2_male",0.9,0.534646272055585,1
1,1.5,1e-04,1,"ASC2_age",0.3,0.221247146251492,1
1,1.5,1e-04,1,"ASC2_income",0,0.0380829672067375,1
1,1.5,1e-04,1,"ASC2_child",0,-0.242086730166645,1
1,1.5,1e-04,1,"ASC3_male",-1.1,-0.781739146224009,1
1,1.5,1e-04,1,"ASC3_age",0,0.0186025203243806,1
1,1.5,1e-04,1,"ASC3_income",0.8,0.601573485665609,1
1,1.5,1e-04,1,"ASC3_child",0,-0.227290050130956,1
1,1.5,1e-04,1,"prot25_male",1.2,0.865921269338169,1
1,1.5,1e-04,1,"prot25_age",0.7,0.396160014661021,1
1,1.5,1e-04,1,"prot25_income",0,0.0544120435385754,1
1,1.5,1e-04,1,"prot25_child",1.1,0.757682099851758,1
1,1.5,1e-04,1,"prot50_male",0,0.0194368487741458,1
1,1.5,1e-04,1,"prot50_age",0,-0.0842754347716239,1
1,1.5,1e-04,1,"prot50_income",-1.2,-0.771257942190954,1
1,1.5,1e-04,1,"prot50_child",1.1,0.832687289210072,1
1,1.5,1e-04,1,"invasive_male",0,-0.0569788671176492,1
1,1.5,1e-04,1,"invasive_age",-0.6,-0.370767556336042,1
1,1.5,1e-04,1,"invasive_income",0,-0.035711252562881,1
1,1.5,1e-04,1,"invasive_child",0,-0.0437298142007449,1
1,1.5,1e-04,2,"ASC2_male",0,-0.0932687684705952,1
1,1.5,1e-04,2,"ASC2_age",0.1,0.0915071703387454,1
1,1.5,1e-04,2,"ASC2_income",0.7,0.342128469545203,1
1,1.5,1e-04,2,"ASC2_child",-0.4,-0.141894368667334,1
1,1.5,1e-04,2,"ASC3_male",0,-0.0892637287723361,1
1,1.5,1e-04,2,"ASC3_age",0.4,0.31591656250002,1
1,1.5,1e-04,2,"ASC3_income",-0.8,-0.64574337216245,1
1,1.5,1e-04,2,"ASC3_child",0,0.104426414118769,1
1,1.5,1e-04,2,"prot25_male",0.5,0.442585803314743,1
1,1.5,1e-04,2,"prot25_age",0.8,0.512950894452204,1
1,1.5,1e-04,2,"prot25_income",0,0.0622156846808201,1
1,1.5,1e-04,2,"prot25_child",0,-0.0112635689920291,1
1,1.5,1e-04,2,"prot50_male",0,0.0828332505300527,1
1,1.5,1e-04,2,"prot50_age",0,-0.028842299353402,1
1,1.5,1e-04,2,"prot50_income",0,0.0417031707424136,1
1,1.5,1e-04,2,"prot50_child",0,-0.127666103239039,1
1,1.5,1e-04,2,"invasive_male",1,0.577479332399014,1
1,1.5,1e-04,2,"invasive_age",-0.1,-0.00152810126321481,1
1,1.5,1e-04,2,"invasive_income",0,-0.00474834631459428,1
1,1.5,1e-04,2,"invasive_child",-0.6,-0.447941395153276,1
1,1.5,1e-04,3,"ASC2_male",-0.9,-0.440561862986035,1
1,1.5,1e-04,3,"ASC2_age",-0.4,-0.403588460017814,1
1,1.5,1e-04,3,"ASC2_income",0,-0.101347990823557,1
1,1.5,1e-04,3,"ASC2_child",0,-0.140308348985516,1
1,1.5,1e-04,3,"ASC3_male",-0.7,-0.454806530449168,1
1,1.5,1e-04,3,"ASC3_age",0,-0.0711935998669498,1
1,1.5,1e-04,3,"ASC3_income",0,-0.00868901721028051,1
1,1.5,1e-04,3,"ASC3_child",1,0.554863709372166,1
1,1.5,1e-04,3,"prot25_male",0,-0.0527343074654485,1
1,1.5,1e-04,3,"prot25_age",0,0.128963905154124,1
1,1.5,1e-04,3,"prot25_income",0,0.0546928906107124,1
1,1.5,1e-04,3,"prot25_child",0,0.136275685588273,1
1,1.5,1e-04,3,"prot50_male",0.7,0.397386575586228,1
1,1.5,1e-04,3,"prot50_age",-0.2,-0.045951484166474,1
1,1.5,1e-04,3,"prot50_income",-1,-0.602663374310972,1
1,1.5,1e-04,3,"prot50_child",-0.8,-0.465848607464776,1
1,1.5,1e-04,3,"invasive_male",0,0.066574870403585,1
1,1.5,1e-04,3,"invasive_age",0,0.00972546208270257,1
1,1.5,1e-04,3,"invasive_income",-1.2,-0.83056149281872,1
1,1.5,1e-04,3,"invasive_child",1,0.564020030035777,1
1,1.5,1e-04,4,"ASC2_male",0,-0.170172771733022,1
1,1.5,1e-04,4,"ASC2_age",-0.1,-0.145280470487037,1
1,1.5,1e-04,4,"ASC2_income",0,-0.0747273151261676,1
1,1.5,1e-04,4,"ASC2_child",-0.6,-0.389910389350674,1
1,1.5,1e-04,4,"ASC3_male",0,-0.224836382681579,1
1,1.5,1e-04,4,"ASC3_age",1,0.604201524568015,1
1,1.5,1e-04,4,"ASC3_income",0,-0.0806152338794356,1
1,1.5,1e-04,4,"ASC3_child",0,-0.119009765577125,1
1,1.5,1e-04,4,"prot25_male",0,0.018391428038575,1
1,1.5,1e-04,4,"prot25_age",-0.5,-0.269280353739254,1
