"Alpha","NoiseScale","Threshold","TrueStatus","Predicted","Count"
0.5,2,1e-04,"Induced","Detected",646
0.5,2,1e-04,"Induced","Not Detected",354
0.5,2,1e-04,"Not Induced","Detected",432
0.5,2,1e-04,"Not Induced","Not Detected",568
0.5,2,0.001,"Induced","Detected",640
0.5,2,0.001,"Induced","Not Detected",360
0.5,2,0.001,"Not Induced","Detected",425
0.5,2,0.001,"Not Induced","Not Detected",575
0.5,2,0.01,"Induced","Detected",628
0.5,2,0.01,"Induced","Not Detected",372
0.5,2,0.01,"Not Induced","Detected",395
0.5,2,0.01,"Not Induced","Not Detected",605
0.5,2,0.05,"Induced","Detected",559
0.5,2,0.05,"Induced","Not Detected",441
0.5,2,0.05,"Not Induced","Detected",297
0.5,2,0.05,"Not Induced","Not Detected",703
0.5,2,0.1,"Induced","Detected",485
0.5,2,0.1,"Induced","Not Detected",515
0.5,2,0.1,"Not Induced","Detected",200
0.5,2,0.1,"Not Induced","Not Detected",800
0.5,2,0.5,"Induced","Detected",60
0.5,2,0.5,"Induced","Not Detected",940
0.5,2,0.5,"Not Induced","Detected",3
0.5,2,0.5,"Not Induced","Not Detected",997
