"Alpha","NoiseScale","Threshold","Iteration","Interaction","TrueBeta","Estimate","Detected"
1,2,1e-04,1,"ASC2_male",0,0.00234304264200279,1
1,2,1e-04,1,"ASC2_age",0.6,0.189674960204303,1
1,2,1e-04,1,"ASC2_income",0,-0.150921962608883,1
1,2,1e-04,1,"ASC2_child",0,0.0943382254887079,1
1,2,1e-04,1,"ASC3_male",0,-2.23683145173997e-08,0
1,2,1e-04,1,"ASC3_age",-1,-0.602146254423228,1
1,2,1e-04,1,"ASC3_income",0,0.00265371853237257,1
1,2,1e-04,1,"ASC3_child",0.2,3.17443355188978e-06,0
1,2,1e-04,1,"prot25_male",0,2.76706370977859e-08,0
1,2,1e-04,1,"prot25_age",-1,-0.533640715664747,1
1,2,1e-04,1,"prot25_income",0,-1.52857014960906e-08,0
1,2,1e-04,1,"prot25_child",1.1,0.455491148851342,1
1,2,1e-04,1,"prot50_male",-0.2,6.44900350607296e-07,0
1,2,1e-04,1,"prot50_age",0.5,0.209559057891501,1
1,2,1e-04,1,"prot50_income",0.6,0.563494596919636,1
1,2,1e-04,1,"prot50_child",0,-3.91859641207592e-07,0
1,2,1e-04,1,"invasive_male",-0.2,-4.06846816800071e-08,0
1,2,1e-04,1,"invasive_age",0,-4.56094711386393e-11,0
1,2,1e-04,1,"invasive_income",-0.3,-2.94037710423707e-06,0
1,2,1e-04,1,"invasive_child",0,4.14334836803619e-08,0
1,2,1e-04,2,"ASC2_male",0.2,-5.65837865360108e-09,0
1,2,1e-04,2,"ASC2_age",0,-6.75173593734164e-09,0
1,2,1e-04,2,"ASC2_income",0.2,-0.0100119902839083,1
1,2,1e-04,2,"ASC2_child",0,7.85396339255251e-09,0
1,2,1e-04,2,"ASC3_male",-0.2,-1.26919044132876e-08,0
1,2,1e-04,2,"ASC3_age",0,-0.05743920362293,1
1,2,1e-04,2,"ASC3_income",0.9,0.0631762017686378,1
1,2,1e-04,2,"ASC3_child",0,-9.87213240487501e-09,0
1,2,1e-04,2,"prot25_male",0,-5.84658269919748e-09,0
1,2,1e-04,2,"prot25_age",-0.4,-0.0861671410352725,1
1,2,1e-04,2,"prot25_income",0,-1.29468169585319e-08,0
1,2,1e-04,2,"prot25_child",-0.9,-1.0665427559922e-08,0
1,2,1e-04,2,"prot50_male",0,-7.11739781347231e-09,0
1,2,1e-04,2,"prot50_age",-1,-0.0755011022825013,1
1,2,1e-04,2,"prot50_income",0,-1.01956117619499e-08,0
1,2,1e-04,2,"prot50_child",0,3.91874666715868e-08,0
1,2,1e-04,2,"invasive_male",0.7,-4.15294536547199e-09,0
1,2,1e-04,2,"invasive_age",0,0.208495446842957,1
1,2,1e-04,2,"invasive_income",-0.2,-3.40341676829187e-09,0
1,2,1e-04,2,"invasive_child",-1,-0.506690087029303,1
1,2,1e-04,3,"ASC2_male",0,3.73382162459739e-07,0
1,2,1e-04,3,"ASC2_age",0.4,0.384950409386959,1
1,2,1e-04,3,"ASC2_income",-0.7,-0.125648322288138,1
1,2,1e-04,3,"ASC2_child",0,-0.0692842444412905,1
1,2,1e-04,3,"ASC3_male",0,-0.0968406292773627,1
1,2,1e-04,3,"ASC3_age",0,0.0436334637447483,1
1,2,1e-04,3,"ASC3_income",0,1.1231566595139e-07,0
1,2,1e-04,3,"ASC3_child",0,1.15541705619644e-09,0
1,2,1e-04,3,"prot25_male",0.3,-8.4855975192706e-09,0
1,2,1e-04,3,"prot25_age",-0.9,-0.420891380296906,1
1,2,1e-04,3,"prot25_income",0,-4.09696650601281e-09,0
1,2,1e-04,3,"prot25_child",-0.3,-3.17598716497896e-09,0
1,2,1e-04,3,"prot50_male",0,9.64434101644492e-10,0
1,2,1e-04,3,"prot50_age",0,0.00899173849071068,1
1,2,1e-04,3,"prot50_income",0.2,-0.146437255192591,1
1,2,1e-04,3,"prot50_child",0,-8.79956263413222e-09,0
1,2,1e-04,3,"invasive_male",-0.4,7.80730507758063e-07,0
1,2,1e-04,3,"invasive_age",1,0.428337638903383,1
1,2,1e-04,3,"invasive_income",1.1,0.438961338800092,1
1,2,1e-04,3,"invasive_child",1,-9.9487585639391e-09,0
1,2,1e-04,4,"ASC2_male",0,-8.43281402822604e-05,0
1,2,1e-04,4,"ASC2_age",0.7,0.539264676858959,1
1,2,1e-04,4,"ASC2_income",0.6,0.502996196257471,1
1,2,1e-04,4,"ASC2_child",1,0.767514185352914,1
1,2,1e-04,4,"ASC3_male",0,0.175161686652689,1
1,2,1e-04,4,"ASC3_age",0,0.276813889986223,1
1,2,1e-04,4,"ASC3_income",0,0.148040484831927,1
1,2,1e-04,4,"ASC3_child",-1.2,-0.650954887150109,1
1,2,1e-04,4,"prot25_male",0,-0.418464146008706,1
1,2,1e-04,4,"prot25_age",0,0.0550849143023763,1
1,2,1e-04,4,"prot25_income",0.6,5.78718838769514e-05,0
1,2,1e-04,4,"prot25_child",-0.2,8.67165886122032e-05,0
1,2,1e-04,4,"prot50_male",0,-0.160839023399338,1
1,2,1e-04,4,"prot50_age",0,-6.92728776849078e-09,0
1,2,1e-04,4,"prot50_income",0.3,-0.0670950176627932,1
1,2,1e-04,4,"prot50_child",0,-0.351579615690907,1
1,2,1e-04,4,"invasive_male",-0.5,-0.101773132096773,1
1,2,1e-04,4,"invasive_age",-0.2,-0.0487796967820562,1
1,2,1e-04,4,"invasive_income",-0.6,-0.258614282846973,1
1,2,1e-04,4,"invasive_child",0,-0.121237296560501,1
1,2,1e-04,5,"ASC2_male",0,-1.51097686326669e-08,0
1,2,1e-04,5,"ASC2_age",0,-0.0658690808503924,1
1,2,1e-04,5,"ASC2_income",-0.3,7.37052736660249e-08,0
1,2,1e-04,5,"ASC2_child",0,-0.0809275770694311,1
1,2,1e-04,5,"ASC3_male",0.7,0.414467170083184,1
1,2,1e-04,5,"ASC3_age",0,-2.50149395582542e-07,0
1,2,1e-04,5,"ASC3_income",0,-0.0693355747436855,1
1,2,1e-04,5,"ASC3_child",0.3,8.85676109054853e-07,0
1,2,1e-04,5,"prot25_male",0.5,-7.08073079840381e-06,0
1,2,1e-04,5,"prot25_age",0,-0.413932001843943,1
1,2,1e-04,5,"prot25_income",0,-0.036793972482967,1
1,2,1e-04,5,"prot25_child",0.5,1.10217766364906e-06,0
1,2,1e-04,5,"prot50_male",0.7,-2.39654567030352e-10,0
1,2,1e-04,5,"prot50_age",0.7,0.327698465855579,1
1,2,1e-04,5,"prot50_income",0,-6.50557073553903e-06,0
1,2,1e-04,5,"prot50_child",0,1.84403657364279e-06,0
1,2,1e-04,5,"invasive_male",0.3,-0.0842075804408974,1
1,2,1e-04,5,"invasive_age",0,0.0106749589257733,1
1,2,1e-04,5,"invasive_income",-0.8,-0.35332751391256,1
1,2,1e-04,5,"invasive_child",-0.2,5.64075856842726e-06,0
1,2,1e-04,6,"ASC2_male",1.2,0.291548504564135,1
1,2,1e-04,6,"ASC2_age",0.5,0.161044941756889,1
1,2,1e-04,6,"ASC2_income",-0.2,0.0822498214227413,1
1,2,1e-04,6,"ASC2_child",0,-1.04381573953237e-08,0
1,2,1e-04,6,"ASC3_male",0,-9.61199623243839e-09,0
1,2,1e-04,6,"ASC3_age",-0.5,-0.140591177182309,1
1,2,1e-04,6,"ASC3_income",0,-2.70583639748789e-06,0
1,2,1e-04,6,"ASC3_child",0,-4.31272176212799e-09,0
1,2,1e-04,6,"prot25_male",0.2,-7.2635728613104e-09,0
1,2,1e-04,6,"prot25_age",0,-6.72610054938587e-09,0
1,2,1e-04,6,"prot25_income",0,-8.81428552986307e-09,0
1,2,1e-04,6,"prot25_child",0,-1.00227958297608e-08,0
1,2,1e-04,6,"prot50_male",1,-2.58405786128717e-09,0
1,2,1e-04,6,"prot50_age",-0.5,-0.158377544380031,1
1,2,1e-04,6,"prot50_income",0,-6.87557435574056e-09,0
1,2,1e-04,6,"prot50_child",0,-4.62338571734335e-09,0
1,2,1e-04,6,"invasive_male",0.5,-3.56276172139203e-07,0
1,2,1e-04,6,"invasive_age",-0.2,-3.63536661196123e-09,0
1,2,1e-04,6,"invasive_income",0,0.0962070217340569,1
1,2,1e-04,6,"invasive_child",0.3,-6.51145465981655e-09,0
1,2,1e-04,7,"ASC2_male",0.2,-0.0594654922150529,1
1,2,1e-04,7,"ASC2_age",0,-8.1544257056422e-09,0
1,2,1e-04,7,"ASC2_income",0.8,-2.2757859574581e-09,0
1,2,1e-04,7,"ASC2_child",0,-1.16103767155777e-08,0
1,2,1e-04,7,"ASC3_male",0.9,1.65856216794855e-07,0
1,2,1e-04,7,"ASC3_age",-1.2,-0.645126859448393,1
1,2,1e-04,7,"ASC3_income",0.8,0.092724455734005,1
1,2,1e-04,7,"ASC3_child",0,-1.82743241284996e-07,0
1,2,1e-04,7,"prot25_male",-0.8,-6.091544728315e-09,0
1,2,1e-04,7,"prot25_age",-0.5,-0.0219914142428675,1
1,2,1e-04,7,"prot25_income",0,0.236321897430944,1
1,2,1e-04,7,"prot25_child",0,1.3422668846369e-08,0
1,2,1e-04,7,"prot50_male",0,0.273620003060861,1
1,2,1e-04,7,"prot50_age",-0.9,-0.264211440910016,1
1,2,1e-04,7,"prot50_income",-0.7,-0.111238076105838,1
1,2,1e-04,7,"prot50_child",-0.8,-1.15287654136906e-08,0
1,2,1e-04,7,"invasive_male",0,-7.149126322945e-08,0
1,2,1e-04,7,"invasive_age",0,0.279274570512213,1
1,2,1e-04,7,"invasive_income",0,-8.17176662056206e-07,0
1,2,1e-04,7,"invasive_child",0,-7.1217615424635e-09,0
1,2,1e-04,8,"ASC2_male",0.5,1.11590571762262e-08,0
1,2,1e-04,8,"ASC2_age",0,-1.02711306226441e-08,0
1,2,1e-04,8,"ASC2_income",0,1.21758258613495e-08,0
1,2,1e-04,8,"ASC2_child",-0.5,-2.55336722237675e-08,0
1,2,1e-04,8,"ASC3_male",0,-9.70659057784572e-09,0
1,2,1e-04,8,"ASC3_age",0.8,0.288481292524565,1
1,2,1e-04,8,"ASC3_income",0,-0.0377924481602014,1
1,2,1e-04,8,"ASC3_child",0.6,0.337809061250049,1
1,2,1e-04,8,"prot25_male",0,1.18300118425588e-08,0
1,2,1e-04,8,"prot25_age",1.2,0.19608976157547,1
1,2,1e-04,8,"prot25_income",0,2.72958847620073e-09,0
1,2,1e-04,8,"prot25_child",1.1,1.43725860024239e-08,0
1,2,1e-04,8,"prot50_male",0,-6.20919185465831e-09,0
1,2,1e-04,8,"prot50_age",0,-7.48303486954891e-08,0
1,2,1e-04,8,"prot50_income",0,-0.0758687209944185,1
1,2,1e-04,8,"prot50_child",-1,-4.1695809844582e-09,0
1,2,1e-04,8,"invasive_male",0,-6.00080123101806e-08,0
1,2,1e-04,8,"invasive_age",-0.3,-1.10197098454012e-08,0
1,2,1e-04,8,"invasive_income",0.3,0.029113624209269,1
1,2,1e-04,8,"invasive_child",-0.9,-5.48642984497633e-08,0
1,2,1e-04,9,"ASC2_male",0,-1.3520326403888e-06,0
1,2,1e-04,9,"ASC2_age",0.5,0.0611744601396247,1
1,2,1e-04,9,"ASC2_income",0.5,0.152014132717758,1
1,2,1e-04,9,"ASC2_child",0,-3.54390243798701e-06,0
1,2,1e-04,9,"ASC3_male",0,6.00748707387309e-08,0
1,2,1e-04,9,"ASC3_age",0,-0.244296608535021,1
