"Alpha","Threshold","Iteration","Interaction","TrueBeta","Estimate","Detected"
0.5,1e-04,1,"ASC2_male",0.9,0.636690866282184,1
0.5,1e-04,1,"ASC2_age",0.3,0.307693612975424,1
0.5,1e-04,1,"ASC2_income",0,-0.0144235962771973,1
0.5,1e-04,1,"ASC2_child",0,0.212075831298795,1
0.5,1e-04,1,"ASC3_male",-1.1,-1.38991185838639,1
0.5,1e-04,1,"ASC3_age",0,-0.00332040734394248,1
0.5,1e-04,1,"ASC3_income",0.8,0.669664948213819,1
0.5,1e-04,1,"ASC3_child",0,0.347799748650406,1
0.5,1e-04,1,"prot25_male",1.2,1.2336220692086,1
0.5,1e-04,1,"prot25_age",0.7,0.761062989346023,1
0.5,1e-04,1,"prot25_income",0,0.0749398493469654,1
0.5,1e-04,1,"prot25_child",1.1,0.933421946176469,1
0.5,1e-04,1,"prot50_male",0,-0.17213911018888,1
0.5,1e-04,1,"prot50_age",0,0.0181910394077638,1
0.5,1e-04,1,"prot50_income",-1.2,-1.14060937735025,1
0.5,1e-04,1,"prot50_child",1.1,1.17017733586867,1
0.5,1e-04,1,"invasive_male",0,-0.335388384137812,1
0.5,1e-04,1,"invasive_age",-0.6,-0.495315863623074,1
0.5,1e-04,1,"invasive_income",0,-0.0721787912507332,1
0.5,1e-04,1,"invasive_child",0,0.480530219391819,1
0.5,1e-04,2,"ASC2_male",0,-0.00108105325543739,1
0.5,1e-04,2,"ASC2_age",0.1,0.00725073796011056,1
0.5,1e-04,2,"ASC2_income",0.7,0.604292017457219,1
0.5,1e-04,2,"ASC2_child",-0.4,-0.38438538879935,1
0.5,1e-04,2,"ASC3_male",0,7.75972701031822e-05,0
0.5,1e-04,2,"ASC3_age",0.4,0.265873882229537,1
0.5,1e-04,2,"ASC3_income",-0.8,-0.817652322050892,1
0.5,1e-04,2,"ASC3_child",0,0.0452389006363575,1
0.5,1e-04,2,"prot25_male",0.5,0.625704130286321,1
0.5,1e-04,2,"prot25_age",0.8,0.972098050818655,1
0.5,1e-04,2,"prot25_income",0,0.078109114573016,1
0.5,1e-04,2,"prot25_child",0,-4.47341045354959e-05,0
0.5,1e-04,2,"prot50_male",0,-0.0960549666800718,1
0.5,1e-04,2,"prot50_age",0,0.150475429928626,1
0.5,1e-04,2,"prot50_income",0,-6.43608532927489e-06,0
0.5,1e-04,2,"prot50_child",0,0.124780300410127,1
0.5,1e-04,2,"invasive_male",1,0.890892619698675,1
0.5,1e-04,2,"invasive_age",-0.1,-0.203516091173253,1
0.5,1e-04,2,"invasive_income",0,0.115724471932701,1
0.5,1e-04,2,"invasive_child",-0.6,-0.585299891985693,1
0.5,1e-04,3,"ASC2_male",-0.9,-0.475402327184941,1
0.5,1e-04,3,"ASC2_age",-0.4,-0.412346880815826,1
0.5,1e-04,3,"ASC2_income",0,-0.310865282739584,1
0.5,1e-04,3,"ASC2_child",0,-0.363101787418528,1
0.5,1e-04,3,"ASC3_male",-0.7,-0.326809007610089,1
0.5,1e-04,3,"ASC3_age",0,0.000579074114918185,1
0.5,1e-04,3,"ASC3_income",0,-0.220402568676673,1
0.5,1e-04,3,"ASC3_child",1,0.763880833800302,1
0.5,1e-04,3,"prot25_male",0,-0.141359565411704,1
0.5,1e-04,3,"prot25_age",0,0.105714524317479,1
0.5,1e-04,3,"prot25_income",0,0.227040602325584,1
0.5,1e-04,3,"prot25_child",0,0.279403826332639,1
0.5,1e-04,3,"prot50_male",0.7,0.570738056981096,1
0.5,1e-04,3,"prot50_age",-0.2,-0.013963266858192,1
0.5,1e-04,3,"prot50_income",-1,-0.808701404704454,1
0.5,1e-04,3,"prot50_child",-0.8,-0.326717940741684,1
0.5,1e-04,3,"invasive_male",0,0.137360311140445,1
0.5,1e-04,3,"invasive_age",0,0.0877987509641137,1
0.5,1e-04,3,"invasive_income",-1.2,-1.18744683651813,1
0.5,1e-04,3,"invasive_child",1,0.985938450617522,1
0.5,1e-04,4,"ASC2_male",0,0.288952803220743,1
0.5,1e-04,4,"ASC2_age",-0.1,-7.62339187226153e-07,0
0.5,1e-04,4,"ASC2_income",0,0.0691653735195398,1
0.5,1e-04,4,"ASC2_child",-0.6,-0.797380353936892,1
0.5,1e-04,4,"ASC3_male",0,0.0982696762462665,1
0.5,1e-04,4,"ASC3_age",1,1.00967037732852,1
0.5,1e-04,4,"ASC3_income",0,0.122577455735875,1
0.5,1e-04,4,"ASC3_child",0,0.0653653759249127,1
0.5,1e-04,4,"prot25_male",0,0.123270754465706,1
0.5,1e-04,4,"prot25_age",-0.5,-0.41519574169773,1
0.5,1e-04,4,"prot25_income",0,-0.092327877139332,1
0.5,1e-04,4,"prot25_child",0,0.0966535861358072,1
0.5,1e-04,4,"prot50_male",0.1,0.232676548311247,1
0.5,1e-04,4,"prot50_age",1,1.18630428977047,1
0.5,1e-04,4,"prot50_income",0,-0.0715252101642955,1
0.5,1e-04,4,"prot50_child",-1,-0.560868882537323,1
0.5,1e-04,4,"invasive_male",-1,-0.819946699634877,1
0.5,1e-04,4,"invasive_age",-0.9,-0.855119348373088,1
0.5,1e-04,4,"invasive_income",-0.3,-0.36652279458619,1
0.5,1e-04,4,"invasive_child",0,-0.0766806163230309,1
0.5,1e-04,5,"ASC2_male",0,-0.260651817668116,1
0.5,1e-04,5,"ASC2_age",0.7,0.911985082135033,1
0.5,1e-04,5,"ASC2_income",-0.4,-0.727468401598015,1
0.5,1e-04,5,"ASC2_child",-0.3,-0.051909911825056,1
0.5,1e-04,5,"ASC3_male",0,-0.23961513883672,1
0.5,1e-04,5,"ASC3_age",0,0.130439040206658,1
0.5,1e-04,5,"ASC3_income",0.9,0.776618181594085,1
0.5,1e-04,5,"ASC3_child",-0.6,-0.445167734496729,1
0.5,1e-04,5,"prot25_male",0.9,1.28167910606733,1
0.5,1e-04,5,"prot25_age",0,0.029776235085639,1
0.5,1e-04,5,"prot25_income",-0.3,-0.191664304109354,1
0.5,1e-04,5,"prot25_child",0,0.0177003789064462,1
0.5,1e-04,5,"prot50_male",0.4,0.4659513596971,1
0.5,1e-04,5,"prot50_age",0,3.09122752514106e-05,0
