"Alpha","Threshold","Iteration","Interaction","TrueBeta","Estimate","Detected"
1,1e-05,1,"ASC2_male",0,0.158485257667941,1
1,1e-05,1,"ASC2_age",0.7,0.754440566205788,1
1,1e-05,1,"ASC2_income",0,0.058527172946565,1
1,1e-05,1,"ASC2_child",0,0.334907684088929,1
1,1e-05,1,"ASC3_male",0,-0.2402245613048,1
1,1e-05,1,"ASC3_age",-1,-0.73263538744223,1
1,1e-05,1,"ASC3_income",0,0.43470996355009,1
1,1e-05,1,"ASC3_child",0.5,0.542696231798405,1
1,1e-05,1,"prot25_male",0,0.160155848209607,1
1,1e-05,1,"prot25_age",-1,-1.15897753026338,1
1,1e-05,1,"prot25_income",0,-0.464743748760232,1
1,1e-05,1,"prot25_child",1.1,1.05103070153961,1
1,1e-05,1,"prot50_male",-0.5,-0.00619409623398114,1
1,1e-05,1,"prot50_age",0.7,0.507449015750443,1
1,1e-05,1,"prot50_income",0.7,0.475963440395269,1
1,1e-05,1,"prot50_child",0,0.0934740262263577,1
1,1e-05,1,"invasive_male",-0.4,0.0840706812915161,1
1,1e-05,1,"invasive_age",0,0.0147215441521916,1
1,1e-05,1,"invasive_income",-0.5,0.0178281085206355,1
1,1e-05,1,"invasive_child",0,-0.0116784709197966,1
1,1e-05,2,"ASC2_male",0.5,0.399114585486946,1
1,1e-05,2,"ASC2_age",0,0.0499721833047031,1
1,1e-05,2,"ASC2_income",0.5,0.345650464851822,1
1,1e-05,2,"ASC2_child",0,0.327983972291945,1
1,1e-05,2,"ASC3_male",-0.5,-0.303336547612382,1
1,1e-05,2,"ASC3_age",0,-0.000185795756185323,1
1,1e-05,2,"ASC3_income",1,0.640462319431712,1
1,1e-05,2,"ASC3_child",0,-0.0693039389686765,1
1,1e-05,2,"prot25_male",0,0.483867474300046,1
1,1e-05,2,"prot25_age",-0.6,-0.735017398541299,1
1,1e-05,2,"prot25_income",0,0.0308889918591128,1
1,1e-05,2,"prot25_child",-1,-0.887756232408997,1
1,1e-05,2,"prot50_male",0,1.60038655692116e-05,1
1,1e-05,2,"prot50_age",-1.1,-0.752353535027355,1
1,1e-05,2,"prot50_income",0,-0.0247872148990926,1
1,1e-05,2,"prot50_child",0,0.19973591574411,1
1,1e-05,2,"invasive_male",0.8,1.0571489957993,1
1,1e-05,2,"invasive_age",0,0.446355342831901,1
1,1e-05,2,"invasive_income",-0.4,-0.222493907305098,1
1,1e-05,2,"invasive_child",-1.1,-1.27815312095727,1
1,1e-05,3,"ASC2_male",0,-0.000298243645835239,1
1,1e-05,3,"ASC2_age",0.6,1.00949072712733,1
1,1e-05,3,"ASC2_income",-0.8,-0.670741119179312,1
1,1e-05,3,"ASC2_child",0,-0.435437231524774,1
1,1e-05,3,"ASC3_male",0,0.1794961150074,1
1,1e-05,3,"ASC3_age",0,0.541453369824072,1
1,1e-05,3,"ASC3_income",0,0.0670819769827933,1
1,1e-05,3,"ASC3_child",0,2.61090978159053e-05,1
1,1e-05,3,"prot25_male",0.6,0.101049164859311,1
1,1e-05,3,"prot25_age",-1,-1.3350700588919,1
1,1e-05,3,"prot25_income",0,-2.79868409092689e-06,0
1,1e-05,3,"prot25_child",-0.6,-0.544470502091288,1
1,1e-05,3,"prot50_male",0,-0.0581474532914774,1
1,1e-05,3,"prot50_age",0,-0.106210585743503,1
1,1e-05,3,"prot50_income",0.5,0.20628844477485,1
1,1e-05,3,"prot50_child",0,8.63621501901752e-06,0
1,1e-05,3,"invasive_male",-0.6,-0.181829703567866,1
1,1e-05,3,"invasive_age",1,1.23398008932946,1
1,1e-05,3,"invasive_income",1.1,1.0253253377632,1
1,1e-05,3,"invasive_child",1,0.51837205209057,1
1,1e-05,4,"ASC2_male",0,1.9917714340107e-05,1
1,1e-05,4,"ASC2_age",0.8,1.11491402756682,1
1,1e-05,4,"ASC2_income",0.7,0.882463299740961,1
1,1e-05,4,"ASC2_child",1.1,1.11836882630566,1
1,1e-05,4,"ASC3_male",0,-0.114752111071121,1
1,1e-05,4,"ASC3_age",0,0.317484445349293,1
1,1e-05,4,"ASC3_income",0,0.272299811903504,1
1,1e-05,4,"ASC3_child",-1.2,-1.53799815319817,1
1,1e-05,4,"prot25_male",0,-0.102994894318598,1
1,1e-05,4,"prot25_age",0,0.00765427908688414,1
1,1e-05,4,"prot25_income",0.7,0.273048452038868,1
1,1e-05,4,"prot25_child",-0.4,-2.09686571745109e-05,1
1,1e-05,4,"prot50_male",0,-0.182497995460547,1
1,1e-05,4,"prot50_age",0,0.0299705397220212,1
1,1e-05,4,"prot50_income",0.6,0.148184094392692,1
1,1e-05,4,"prot50_child",0,-0.00029307228804971,1
1,1e-05,4,"invasive_male",-0.7,-1.10271584802709,1
1,1e-05,4,"invasive_age",-0.5,-0.340853119478351,1
1,1e-05,4,"invasive_income",-0.7,-0.681335841494051,1
1,1e-05,4,"invasive_child",0,-0.3533985237772,1
1,1e-05,5,"ASC2_male",0,-0.44772177594403,1
1,1e-05,5,"ASC2_age",0,-0.35010734124451,1
1,1e-05,5,"ASC2_income",-0.5,-0.832699465592143,1
1,1e-05,5,"ASC2_child",0,-1.3829865464629,1
1,1e-05,5,"ASC3_male",0.8,0.959412289006377,1
1,1e-05,5,"ASC3_age",0,-0.283072435143827,1
1,1e-05,5,"ASC3_income",0,-0.38616678542058,1
1,1e-05,5,"ASC3_child",0.6,0.103727377696326,1
1,1e-05,5,"prot25_male",0.7,0.532856168388729,1
1,1e-05,5,"prot25_age",0,-0.111456333441283,1
1,1e-05,5,"prot25_income",0,-0.0385989636747388,1
1,1e-05,5,"prot25_child",0.7,0.62154706344508,1
1,1e-05,5,"prot50_male",0.8,0.249766166226915,1
1,1e-05,5,"prot50_age",0.8,1.24898795820906,1
1,1e-05,5,"prot50_income",0,-0.0722078095381633,1
1,1e-05,5,"prot50_child",0,0.7042888040711,1
1,1e-05,5,"invasive_male",0.5,-0.000271939228055242,1
1,1e-05,5,"invasive_age",0,0.043791672298861,1
1,1e-05,5,"invasive_income",-0.9,-1.79078988489277,1
1,1e-05,5,"invasive_child",-0.5,-0.420050118094575,1
1,1e-05,6,"ASC2_male",1.2,1.43570153348304,1
1,1e-05,6,"ASC2_age",0.7,1.00965857605497,1
1,1e-05,6,"ASC2_income",-0.5,0.0435375838720944,1
1,1e-05,6,"ASC2_child",0,0.164876795240513,1
1,1e-05,6,"ASC3_male",0,-0.0174099501608445,1
1,1e-05,6,"ASC3_age",-0.7,-0.251153375807084,1
1,1e-05,6,"ASC3_income",0,-0.000135774282166044,1
1,1e-05,6,"ASC3_child",0,0.000807915169348253,1
1,1e-05,6,"prot25_male",0.5,-5.92045820330924e-05,1
1,1e-05,6,"prot25_age",0,-0.292294759797805,1
1,1e-05,6,"prot25_income",0,0.0215389683199988,1
1,1e-05,6,"prot25_child",0,0.0837516594032384,1
1,1e-05,6,"prot50_male",1,0.42226188663831,1
1,1e-05,6,"prot50_age",-0.7,-1.03746451876427,1
1,1e-05,6,"prot50_income",0,0.142838621734679,1
1,1e-05,6,"prot50_child",0,0.398036009744995,1
1,1e-05,6,"invasive_male",0.7,-0.0277463116712036,1
1,1e-05,6,"invasive_age",-0.5,-0.382935996805281,1
1,1e-05,6,"invasive_income",0,-0.000548520961457667,1
1,1e-05,6,"invasive_child",0.5,0.991363361993484,1
1,1e-05,7,"ASC2_male",0.5,0.187687731680811,1
1,1e-05,7,"ASC2_age",0,0.00402586313647069,1
1,1e-05,7,"ASC2_income",0.9,0.245759214849689,1
1,1e-05,7,"ASC2_child",0,-0.448022525171891,1
1,1e-05,7,"ASC3_male",1,0.449059089369153,1
1,1e-05,7,"ASC3_age",-1.2,-1.25286320309469,1
