"Alpha","NoiseScale","Threshold","TrueStatus","Predicted","Count"
1,0.5,1e-04,"Induced","Detected",1000
1,0.5,1e-04,"Induced","Not Detected",0
1,0.5,1e-04,"Not Induced","Detected",1000
1,0.5,1e-04,"Not Induced","Not Detected",0
1,0.5,0.001,"Induced","Detected",1000
1,0.5,0.001,"Induced","Not Detected",0
1,0.5,0.001,"Not Induced","Detected",997
1,0.5,0.001,"Not Induced","Not Detected",3
1,0.5,0.01,"Induced","Detected",999
1,0.5,0.01,"Induced","Not Detected",1
1,0.5,0.01,"Not Induced","Detected",933
1,0.5,0.01,"Not Induced","Not Detected",67
1,0.5,0.05,"Induced","Detected",997
1,0.5,0.05,"Induced","Not Detected",3
1,0.5,0.05,"Not Induced","Detected",673
1,0.5,0.05,"Not Induced","Not Detected",327
1,0.5,0.1,"Induced","Detected",986
1,0.5,0.1,"Induced","Not Detected",14
1,0.5,0.1,"Not Induced","Detected",421
1,0.5,0.1,"Not Induced","Not Detected",579
1,0.5,0.5,"Induced","Detected",859
1,0.5,0.5,"Induced","Not Detected",141
1,0.5,0.5,"Not Induced","Detected",3
1,0.5,0.5,"Not Induced","Not Detected",997
