"Alpha","NoiseScale","Threshold","Iteration","Interaction","TrueBeta","Estimate","Detected"
1,0.5,1e-04,1,"ASC2_male",0.9,1.73008278384971,1
1,0.5,1e-04,1,"ASC2_age",0.3,0.59149315632668,1
1,0.5,1e-04,1,"ASC2_income",0,-0.114117398925698,1
1,0.5,1e-04,1,"ASC2_child",0,0.287558899934848,1
1,0.5,1e-04,1,"ASC3_male",-1.1,-2.22478316699561,1
1,0.5,1e-04,1,"ASC3_age",0,-0.0763726902719263,1
1,0.5,1e-04,1,"ASC3_income",0.8,1.49410642057905,1
1,0.5,1e-04,1,"ASC3_child",0,0.189837151446617,1
1,0.5,1e-04,1,"prot25_male",1.2,2.5806927204179,1
1,0.5,1e-04,1,"prot25_age",0.7,1.49053296439465,1
1,0.5,1e-04,1,"prot25_income",0,0.176867050300272,1
1,0.5,1e-04,1,"prot25_child",1.1,2.19449523653032,1
1,0.5,1e-04,1,"prot50_male",0,-0.029843430451702,1
1,0.5,1e-04,1,"prot50_age",0,0.073314235687733,1
1,0.5,1e-04,1,"prot50_income",-1.2,-2.27344389458598,1
1,0.5,1e-04,1,"prot50_child",1.1,2.29220117250911,1
1,0.5,1e-04,1,"invasive_male",0,-0.15599854031181,1
1,0.5,1e-04,1,"invasive_age",-0.6,-1.2860065241014,1
1,0.5,1e-04,1,"invasive_income",0,-0.150027844989784,1
1,0.5,1e-04,1,"invasive_child",0,0.0492270519920033,1
1,0.5,1e-04,2,"ASC2_male",0,-0.273451074372012,1
1,0.5,1e-04,2,"ASC2_age",0.1,0.253096500900392,1
1,0.5,1e-04,2,"ASC2_income",0.7,1.23346325915834,1
1,0.5,1e-04,2,"ASC2_child",-0.4,-0.561023271466521,1
1,0.5,1e-04,2,"ASC3_male",0,-0.226659867912195,1
1,0.5,1e-04,2,"ASC3_age",0.4,0.805712169225184,1
1,0.5,1e-04,2,"ASC3_income",-0.8,-1.78114741369947,1
1,0.5,1e-04,2,"ASC3_child",0,0.152403678296062,1
1,0.5,1e-04,2,"prot25_male",0.5,1.07589885393594,1
1,0.5,1e-04,2,"prot25_age",0.8,1.68095472089206,1
1,0.5,1e-04,2,"prot25_income",0,0.122455764350717,1
1,0.5,1e-04,2,"prot25_child",0,0.071104139844112,1
1,0.5,1e-04,2,"prot50_male",0,0.0906174445092398,1
1,0.5,1e-04,2,"prot50_age",0,0.0186597708968947,1
1,0.5,1e-04,2,"prot50_income",0,0.052195524440817,1
1,0.5,1e-04,2,"prot50_child",0,0.0153517313719413,1
1,0.5,1e-04,2,"invasive_male",1,1.87795938499062,1
1,0.5,1e-04,2,"invasive_age",-0.1,-0.210889299017843,1
1,0.5,1e-04,2,"invasive_income",0,-0.18375637658425,1
1,0.5,1e-04,2,"invasive_child",-0.6,-1.2864520713127,1
1,0.5,1e-04,3,"ASC2_male",-0.9,-1.73119400217188,1
1,0.5,1e-04,3,"ASC2_age",-0.4,-1.03703315252409,1
1,0.5,1e-04,3,"ASC2_income",0,0.00158488453150759,1
1,0.5,1e-04,3,"ASC2_child",0,0.048633972053139,1
1,0.5,1e-04,3,"ASC3_male",-0.7,-1.50009761364177,1
1,0.5,1e-04,3,"ASC3_age",0,-0.179723648693839,1
1,0.5,1e-04,3,"ASC3_income",0,0.0586322488899303,1
1,0.5,1e-04,3,"ASC3_child",1,1.83147730862496,1
1,0.5,1e-04,3,"prot25_male",0,0.0102876981600826,1
1,0.5,1e-04,3,"prot25_age",0,0.197629509709544,1
1,0.5,1e-04,3,"prot25_income",0,-0.0797952157996327,1
1,0.5,1e-04,3,"prot25_child",0,0.0239002273659549,1
1,0.5,1e-04,3,"prot50_male",0.7,1.49266234963711,1
1,0.5,1e-04,3,"prot50_age",-0.2,-0.184157084773754,1
1,0.5,1e-04,3,"prot50_income",-1,-1.98087428567681,1
1,0.5,1e-04,3,"prot50_child",-0.8,-1.64768376026151,1
1,0.5,1e-04,3,"invasive_male",0,-0.00745914927456634,1
1,0.5,1e-04,3,"invasive_age",0,-0.0136625029475335,1
1,0.5,1e-04,3,"invasive_income",-1.2,-2.38778789189275,1
1,0.5,1e-04,3,"invasive_child",1,1.91187754692801,1
1,0.5,1e-04,4,"ASC2_male",0,-0.179068294908812,1
1,0.5,1e-04,4,"ASC2_age",-0.1,-0.408177207283226,1
1,0.5,1e-04,4,"ASC2_income",0,-0.120206509735164,1
1,0.5,1e-04,4,"ASC2_child",-0.6,-1.1964082044542,1
1,0.5,1e-04,4,"ASC3_male",0,-0.275001400375482,1
1,0.5,1e-04,4,"ASC3_age",1,1.79325684288148,1
1,0.5,1e-04,4,"ASC3_income",0,-0.131387623912549,1
1,0.5,1e-04,4,"ASC3_child",0,-0.123407312561455,1
1,0.5,1e-04,4,"prot25_male",0,0.0740424188024601,1
1,0.5,1e-04,4,"prot25_age",-0.5,-0.870277181660338,1
1,0.5,1e-04,4,"prot25_income",0,0.109979997084035,1
1,0.5,1e-04,4,"prot25_child",0,0.0349717479308874,1
1,0.5,1e-04,4,"prot50_male",0.1,0.326814971946126,1
1,0.5,1e-04,4,"prot50_age",1,2.17044388015969,1
1,0.5,1e-04,4,"prot50_income",0,0.0475148027514626,1
1,0.5,1e-04,4,"prot50_child",-1,-2.02737877836515,1
1,0.5,1e-04,4,"invasive_male",-1,-2.16733934998769,1
1,0.5,1e-04,4,"invasive_age",-0.9,-1.87930853628319,1
1,0.5,1e-04,4,"invasive_income",-0.3,-0.694688671899801,1
1,0.5,1e-04,4,"invasive_child",0,-0.0990218748837977,1
1,0.5,1e-04,5,"ASC2_male",0,-0.15974492073933,1
1,0.5,1e-04,5,"ASC2_age",0.7,1.41224258944979,1
1,0.5,1e-04,5,"ASC2_income",-0.4,-0.615604456534439,1
1,0.5,1e-04,5,"ASC2_child",-0.3,-0.744156843171623,1
1,0.5,1e-04,5,"ASC3_male",0,-0.115635668148762,1
1,0.5,1e-04,5,"ASC3_age",0,-0.0298850797909954,1
1,0.5,1e-04,5,"ASC3_income",0.9,2.00988793838293,1
1,0.5,1e-04,5,"ASC3_child",-0.6,-1.43906332332361,1
1,0.5,1e-04,5,"prot25_male",0.9,1.92203444744863,1
1,0.5,1e-04,5,"prot25_age",0,-0.0562643319511755,1
1,0.5,1e-04,5,"prot25_income",-0.3,-0.631620291395421,1
